target_id	length	eff_length	est_counts	tpm
YDR526C	471	444	15.387	2.33248
YDR527W	1320	1293	293.613	15.2836
YDR528W	1272	1245	186	10.0552
YDR529C	384	357	254	47.8866
YDR530C	978	951	96	6.79421
YDR531W	1104	1077	423	26.4346
YDR532C	1158	1131	75	4.4632
YDR533C	714	687	86	8.42539
YDR534C	1587	1560	98	4.22814
YDR535C	501	474	6	0.851963
YDR536W	1710	1683	45	1.7996
YDR537C	606	579	40.1568	4.66798
YDR538W	729	702	54.8432	5.25815
YDR539W	1512	1485	400	18.1293
YDR540C	540	513	19	2.49278
YDR541C	1035	1008	115	7.67866
YDR542W	363	336	4.86642	0.974806
YDR543C	300	273	0	0
YDR544C	429	402	0	0
YDR545W	5391	5364	895.896	11.2413
YDR545C-A	480	453	1.21627e-06	1.80709e-07
YIL177C	5277	5250	0.268424	0.0034412
YIL177W-A	483	456	0	0
YIL176C	363	336	0	0
YIL173W	4650	4623	671.565	9.77715
YIL172C	1770	1743	13.1459	0.507621
YIL171W-A	453	426	1.87209	0.295778
YIL169C	2988	2961	1186.41	26.9678
YIL166C	1629	1602	58	2.43676
YIL165C	360	333	16	3.23388
YIL164C	600	573	29	3.40637
YIL163C	354	327	9	1.85243
YIL162W	1599	1572	445	19.0527
YIL161W	708	681	67	6.6218
YIL160C	1254	1227	26	1.42619
YIL159W	4128	4101	324	5.31745
YIL158W	615	588	168	19.23
YIL157C	594	567	147.154	17.4677
YIL156W-A	402	375	24.8464	4.45944
YIL156W-B	222	195	104	35.8961
YIL156W	3216	3189	352	7.4291
YIL155C	1950	1923	235	8.22501
YIL154C	1041	1014	150	9.95638
YIL153W	1182	1155	187	10.897
YIL152W	708	681	43	4.24981
YIL151C	3357	3330	539	10.8941
YIL150C	1716	1689	127	5.06083
YIL149C	5040	5013	1077	14.4599
YIL148W	387	360	5634.99	1053.51
YIL147C	3663	3636	802	14.8456
YIL146C	1590	1563	103	4.43533
YIL145C	930	903	302	22.5096
YIL144W	2076	2049	238	7.81777
YIL143C	2532	2505	482	12.9505
YIL142C-A	333	306	88.5303	19.4724
YIL142W	1584	1557	1683.47	72.7721
YIL141W	390	363	19.2064	3.56113
YIL140W	2472	2445	406.794	11.1981
YIL139C	738	711	68	6.43706
YIL138C	486	459	328	48.096
YIL137C	2841	2814	902	21.574
YIL136W	1182	1155	67	3.90428
YIL135C	1311	1284	158	8.28209
YIL134C-A	204	177	1	0.380255
YIL134W	936	909	92	6.81196
YIL133C	600	573	5129.04	602.462
YIL132C	642	615	29	3.17374
YIL131C	1455	1428	345	16.2607
YIL130W	2895	2868	467.712	10.9761
YIL129C	7131	7104	1946	18.4369
YIL128W	3099	3072	620	13.5837
YIL127C	621	594	131	14.8434
YIL126W	4080	4053	1784	29.6255
YIL125W	3045	3018	1609	35.8827
YIL124W	894	867	410	31.8283
YIL123W	1431	1404	2516.67	120.645
YIL122W	1056	1029	41	2.68174
YIL121W	1629	1602	417	17.5195
YIL120W	1692	1665	74	2.99134
YIL119C	1224	1197	185	10.4022
YIL118W	696	669	296	29.7792
YIL117C	957	930	158	11.4346
YIL116W	1158	1131	408	24.2798
YIL115W-A	372	345	75.1992	14.6704
YIL115C	4383	4356	1669.8	25.8003
YIL114C	846	819	174	14.2993
YIL113W	630	603	40	4.46468
YIL112W	3252	3225	443	9.24532
YIL111W	456	429	181	28.3968
YIL110W	1134	1107	299	18.1791
YIL109C	2781	2754	2093	51.1509
YIL108W	2091	2064	341	11.1197
YIL107C	2484	2457	249	6.82091
YIL106W	945	918	177	12.9771
YIL105C	2061	2034	325.143	10.759
YIL105W-A	141	114	8.77667	5.18171
YIL104C	1524	1497	194	8.72224
YIL103W	1278	1251	316	17.0011
YIL102C-A	228	201	15	5.02277
YIL102C	306	279	6	1.44742
YIL101C	1944	1917	51	1.79059
YIL100C-A	339	312	21.4018	4.61683
YIL100W	354	327	0	0
YIL099W	1650	1623	11	0.456165
YIL098C	468	441	64	9.76764
YIL097W	1551	1524	81	3.57724
YIL096C	1011	984	141	9.64433
YIL095W	2433	2406	260	7.2732
YIL094C	1116	1089	1268	78.3681
YIL093C	795	768	114	9.9906
YIL092W	1902	1875	105	3.76909
YIL091C	2166	2139	538	16.9285
YIL090W	1476	1449	355	16.4895
YIL089W	618	591	33	3.75815
YIL088C	1473	1446	450	20.9456
YIL087C	474	447	46	6.92625
YIL086C	309	282	7	1.67069
YIL085C	1554	1527	464	20.4516
YIL084C	984	957	111	7.80655
YIL083C	1098	1071	253	15.8993
YIL082W	873	846	42.6107	3.38997
YIL082W-A	4497	4470	162.514	2.44699
YIL079C	1083	1056	195	12.4285
YIL078W	2205	2178	7542	233.065
YIL077C	963	936	76	5.46495
YIL076W	891	864	635	49.4661
YIL075C	2838	2811	2970	71.1121
YIL074C	1410	1383	757.661	36.8724
YIL073C	2928	2901	74	1.71685
YIL072W	1818	1791	31	1.16497
YIL071W-A	477	450	12.4479	1.86179
YIL071C	1335	1308	75.5521	3.88765
YIL070C	801	774	296	25.7394
YIL069C	408	381	3008.71	531.5
YIL068W-A	384	357	24.4485	4.60927
YIL068C	2418	2391	433.552	12.2042
YIL067C	2037	2010	191.419	6.4097
YIL066W-A	444	417	15.5806	2.51476
YIL066C	2610	2583	69.2282	1.80388
YIL065C	468	441	109	16.6355
YIL064W	774	747	221	19.9122
YIL063C	984	957	347	24.4043
YIL062C	465	438	369	56.7023
YIL061C	903	876	82	6.30025
YIL060W	435	408	10.1797	1.67928
YIL059C	366	339	15.1316	3.00423
YIL058W	285	258	12	3.13047
YIL057C	495	468	0	0
YIL056W	1923	1896	209	7.41918
YIL055C	1884	1857	64	2.31962
YIL054W	318	291	4	0.925156
YIL053W	753	726	6316	585.536
YIL052C	366	339	4025.28	799.179
YIL051C	438	411	2182	357.323
YIL050W	858	831	145	11.744
YIL049W	762	735	96	8.79087
YIL048W	3456	3429	680	13.3472
YIL047C-A	369	342	40.4997	7.97029
YIL047C	2709	2682	1171.5	29.3989
YIL046W-A	165	138	3	1.46315
YIL046W	1923	1896	318	11.2885
YIL045W	1617	1590	64	2.70914
YIL044C	897	870	274	21.1972
YIL043C	855	828	1347	109.493
YIL042C	1185	1158	79	4.59163
YIL041W	981	954	1249	88.1175
YIL040W	417	390	109	18.8109
YIL039W	1422	1395	692	33.3872
YIL038C	2511	2484	696	18.8584
YIL037C	1971	1944	44	1.52337
YIL036W	1764	1737	395	15.3054
YIL035C	1119	1092	387	23.8526
YIL034C	864	837	436	35.0598
YIL033C	1251	1224	479	26.3392
YIL032C	357	330	5	1.01977
YIL031W	3105	3078	433.002	9.46825
YIL030W-A	339	312	26.9978	5.824
YIL030C	3960	3933	1612.87	27.6009
YIL029W-A	372	345	74.1332	14.4624
YIL029C	429	402	12	2.00911
YIL028W	399	372	10	1.80928
YIL027C	426	399	180	30.3632
YIL026C	3453	3426	564	11.08
YIL025C	375	348	2	0.386811
YIL024C	570	543	29	3.59456
YIL023C	1041	1014	148	9.82363
YIL022W	1296	1269	546	28.9587
YIL021W	957	930	439.956	31.8401
YIL021C-A	270	243	1.04356	0.28904
YIL020C-A	339	312	82.0001	17.6892
YIL020C	786	759	146	12.9467
YIL019W	1041	1014	145	9.6245
YIL018W	765	738	13193.5	1203.24
YIL017C	2766	2739	214	5.2586
YIL016W	480	453	220	32.6868
YIL015W	1764	1737	1504	58.2769
YIL014C-A	315	288	19	4.44027
YIL014W	1893	1866	334	12.0471
YIL013C	4236	4209	202	3.23013
YIL012W	342	315	3	0.641001
YIL011W	810	783	34	2.92257
YIL010W	648	621	230	24.9278
YIL009C-A	546	519	80	10.3746
YIL009W	2085	2058	645.548	21.1121
YIL008W	300	273	115	28.352
YIL007C	663	636	71	7.51362
YIL006W	1122	1095	32	1.96691
YIL005W	2106	2079	497	16.0898
YIL004C	429	402	123	20.5934
YIL003W	882	855	118	9.28889
YIL002W-A	210	183	159	58.4782
YIL002C	2841	2814	360	8.61046
YIL001W	1542	1515	121	5.37552
YIR001C	753	726	98	9.08526
YIR002C	2982	2955	456	10.3862
YIR003W	2040	2013	366	12.2373
YIR004W	1299	1272	344	18.202
YIR005W	447	420	45	7.21126
YIR006C	4443	4416	2621.68	39.9575
YIR007W	2295	2268	176	5.22297
YIR008C	1230	1203	230	12.868
YIR009W	336	309	36	7.84137
YIR010W	1731	1704	195.238	7.71157
YIR011C	960	933	164	11.8307
YIR012W	1296	1269	722	38.2934
YIR013C	366	339	4	0.794161
YIR014W	729	702	34	3.25979
YIR015W	435	408	36	5.93869
YIR016W	798	771	110	9.60255
YIR017C	564	537	23.0607	2.89032
YIR017W-A	600	573	6.93933	0.8151
YIR018W	738	711	119	11.2649
YIR018C-A	138	111	23	13.9461
YIR019C	4104	4077	36	0.594306
YIR020C	303	276	21	5.12104
YIR020W-A	243	216	10	3.11598
YIR020C-B	735	708	34.0945	3.24115
YIR021W	1092	1065	97.9055	6.18736
YIR021W-A	213	186	1	0.361855
YIR022W	504	477	193	27.2325
YIR023W	2913	2886	406.288	9.47513
YIR023C-A	324	297	0	0
YIR024C	651	624	43	4.63801
YIR025W	1107	1080	62	3.86381
YIR026C	1095	1068	292	18.4018
YIR027C	1383	1356	30	1.48905
YIR028W	1908	1881	29	1.03767
YIR029W	1032	1005	39	2.61184
YIR030C	735	708	52	4.94331
YIR030W-A	384	357	11.9588	2.2546
YIR031C	1665	1638	100.041	4.11067
YIR032C	588	561	22	2.63942
YIR033W	3342	3315	1111	22.5569
YIR034C	1122	1095	256	15.7353
YIR035C	765	738	151	13.7711
YIR036C	792	765	169.571	14.919
YIR036W-A	402	375	20.4285	3.66652
YIR037W	492	465	348	50.3703
YIR038C	705	678	172	17.0745
YIR039C	1614	1587	22.4263	0.951107
YIR040C	333	306	0	0
YIR041W	375	348	0	0
YIR042C	711	684	0	0
Q0010	387	360	60.2963	11.2729
Q0017	162	135	3.70374	1.84652
Q0032	291	264	8	2.03955
Q0050	2505	2478	14965	406.464
Q0055	2565	2538	9901.88	262.588
Q0060	1248	1221	827.119	45.5932
Q0065	1671	1644	2699.66	110.524
Q0070	1893	1866	1141.69	41.1799
Q0045	1605	1578	3086.25	131.635
Q0075	1065	1038	770	49.9277
Q0080	147	120	203	113.858
Q0085	780	753	1701	152.04
Q0092	141	114	4	2.36158
Q0110	1272	1245	1186.55	64.1455
Q0115	1554	1527	1028.04	45.3126
Q0120	1917	1890	1735.39	61.7994
Q0105	1158	1131	3454.44	205.572
Q0130	231	204	3463	1142.54
Q0140	1197	1170	908.168	52.243
Q0142	177	150	11	4.93571
Q0143	153	126	8	4.27334
Q0144	330	303	32	7.10813
Q0160	708	681	2	0.197666
Q0182	405	378	1341	238.773
Q0250	756	729	2233	206.162
Q0255	1419	1392	662	32.0086
Q0275	810	783	2110	181.371
Q0297	156	129	77	40.1744
YEL077C	3834	3807	183.84	3.25017
YEL077W-A	483	456	0.0118742	0.00175261
YEL076C-A	651	624	0	0
YEL076C	651	624	5.82734	0.628542
YEL075W-A	612	585	11.6779	1.34356
YEL075C	369	342	16.7401	3.29443
YEL074W	339	312	18	3.88299
YEL073C	324	297	13	2.94602
YEL072W	696	669	48	4.82907
YEL071W	1491	1464	2475	113.784
YEL070W	1509	1482	4	0.18166
YEL069C	1695	1668	18.7534	0.756716
YEL068C	333	306	53	11.6574
YEL067C	588	561	19.4989	2.33935
YEL066W	540	513	172.501	22.632
YEL065W	1887	1860	1254	45.3767
YEL064C	1443	1416	80	3.80255
YEL063C	1773	1746	655	25.2491
YEL062W	1848	1821	158	5.83976
YEL061C	3003	2976	483	10.9235
YEL060C	1908	1881	719	25.7269
YEL059C-A	225	198	14	4.75895
YEL059W	309	282	3	0.716012
YEL058W	1674	1647	821	33.5504
YEL057C	702	675	22	2.19365
YEL056W	1206	1179	299	17.0689
YEL055C	3069	3042	1633	36.1306
YEL054C	498	471	4109.09	587.182
YEL053W-A	348	321	836.519	175.396
YEL053C	2202	2175	279	8.63362
YEL052W	1530	1503	394	17.6435
YEL051W	771	744	1421	128.549
YEL050W-A	192	165	25.65	10.4629
YEL050C	1182	1155	265.35	15.4627
YEL049W	363	336	5.52825	1.10738
YEL048C	459	432	101	15.7357
YEL047C	1413	1386	854	41.4708
YEL046C	1164	1137	1978	117.088
YEL045C	426	399	53	8.94028
YEL044W	501	474	139	19.7372
YEL043W	2871	2844	607	14.3651
YEL042W	1557	1530	1153	50.7208
YEL041W	1488	1461	65	2.99441
YEL040W	1404	1377	2192	107.141
YEL039C	342	315	16.3788	3.4996
YEL038W	684	657	256	26.2254
YEL037C	1197	1170	807	46.4233
YEL036C	1503	1476	456.292	20.8068
YEL035C	501	474	2	0.283988
YEL034C-A	603	576	5010.13	585.43
YEL034W	474	447	3730.85	561.756
YEL033W	420	393	8397.98	1438.24
YEL032W	2916	2889	895.863	20.8709
YEL032C-A	162	135	5.13725	2.56121
YEL031W	3648	3621	4933	91.6918
YEL030C-A	315	288	4.07899	0.953252
YEL030W	1935	1908	76.9631	2.71489
YEL029C	939	912	149	10.9961
YEL028W	462	435	15	2.32087
YEL027W	483	456	2814	415.343
YEL026W	381	354	1036	196.972
YEL025C	3567	3540	493	9.37328
YEL024W	648	621	170	18.4249
YEL023C	2049	2022	90	2.99578
YEL022W	4380	4353	1648	25.481
YEL021W	804	777	1	0.0866218
YEL020C-B	198	171	39.3177	15.4753
YEL020W-A	264	237	86.6823	24.6167
YEL020C	1683	1656	125	5.0804
YEL019C	804	777	29	2.51203
YEL018C-A	534	507	12.4597	1.65405
YEL018W	840	813	96.5403	7.9922
YEL017C-A	132	105	928.9	595.426
YEL017W	1014	987	255	17.3889
YEL016C	1482	1455	195	9.02027
YEL015W	1656	1629	451	18.6339
YEL014C	306	279	48	11.5794
YEL013W	1737	1710	1142	44.9488
YEL012W	657	630	104	11.1107
YEL011W	2115	2088	203	6.54355
YEL010W	351	324	3	0.623196
YEL009C-A	408	381	0	0
YEL009C	846	819	2999	246.457
YEL008W	381	354	2.45833	0.467397
YEL008C-A	93	66	0.541667	0.552378
YEL007W	2001	1974	703.815	23.9971
YEL006W	1008	981	178	12.2123
YEL005C	849	822	60	4.91278
YEL004W	1029	1002	86	5.77669
YEL003W	336	309	224	48.7908
YEL002C	1293	1266	1264	67.1988
YEL001C	678	651	681	70.4067
YER001W	2289	2262	655	19.4893
YER002W	696	669	182	18.3102
YER003C	1290	1263	1525	81.2671
YER004W	696	669	394	39.6386
YER005W	1893	1866	351	12.6603
YER006W	1563	1536	1077	47.1925
YER006C-A	318	291	6	1.38773
YER007W	1557	1530	75	3.29927
YER007C-A	546	519	495	64.1927
YER008C	4011	3984	723	12.2143
YER009W	378	351	1121	214.955
YER010C	705	678	165	16.3796
YER011W	765	738	222.888	20.3272
YER012W	597	570	682	80.53
YER013W	3438	3411	338	6.66934
YER014W	1620	1593	253.119	10.6944
YER014C-A	462	435	0.880828	0.136286
YER015W	2235	2208	64	1.95087
YER016W	1035	1008	283	18.8962
YER017C	2286	2259	659	19.6344
YER018C	666	639	115	12.1128
YER019W	1434	1407	305	14.59
YER019C-A	267	240	545	152.839
YER020W	1350	1323	232	11.8026
YER021W	1572	1545	1310	57.0678
YER022W	2064	2037	324	10.7054
YER023W	861	834	1632	131.705
YER023C-A	213	186	0	0
YER024W	2772	2745	134	3.28557
YER025W	1584	1557	2344	101.325
YER026C	831	804	678	56.7573
YER027C	1254	1227	348	19.089
YER028C	1185	1158	97	5.63782
YER029C	591	564	88	10.5015
YER030W	462	435	270	41.7756
YER031C	672	645	450	46.9571
YER032W	2631	2604	296	7.65066
YER033C	3231	3204	206.017	4.32771
YER034W	558	531	63	7.98535
YER035W	438	411	62	10.1531
YER036C	1833	1806	3469	129.281
YER037W	966	939	164	11.7551
YER038C	1395	1368	111	5.46116
YER038W-A	381	354	12.4469	2.3665
YER039C	750	723	14.5531	1.35477
YER039C-A	219	192	7	2.45383
YER040W	2193	2166	214	6.64972
YER041W	2280	2253	145	4.33167
YER042W	555	528	265	33.78
YER043C	1350	1323	6203	315.566
YER044C	447	420	135	21.6338
YER044C-A	1227	1200	30	1.68263
YER045C	1470	1443	92	4.29111
YER046W	432	405	35	5.81649
YER046W-A	330	303	24.203	5.3762
YER047C	2694	2667	162.797	4.10839
YER048C	1176	1149	592	34.6777
YER048W-A	285	258	157	40.957
YER049W	1935	1908	1129	39.8257
YER050C	417	390	136	23.4705
YER051W	1479	1452	109	5.05252
YER052C	1584	1557	818	35.36
YER053C	903	876	116	8.91255
YER053C-A	114	87	1	0.773622
YER054C	1647	1620	31	1.28794
YER055C	894	867	1823	141.519
YER056C	1602	1575	1611.66	68.8719
YER056C-A	366	339	2762.72	548.511
YER057C	390	363	388	71.9405
YER058W	324	297	21	4.75895
YER059W	1263	1236	181	9.85617
YER060W	1587	1560	251.456	10.8489
YER060W-A	1593	1566	82.8798	3.56209
YER061C	1329	1302	181	9.35655
YER062C	753	726	501	46.4461
YER063W	657	630	318	33.9731
YER064C	1518	1491	766	34.5779
YER065C	1674	1647	207	8.45911
YER066W	558	531	22.7836	2.88786
YER066C-A	501	474	20.679	2.93629
YER067W	486	459	58.2068	8.53512
YER067C-A	324	297	39.1142	8.86392
YER068W	1764	1737	352	13.6393
YER068C-A	432	405	5.34199	0.887761
YER069W	2592	2565	370.658	9.726
YER070W	2667	2640	3649.77	93.0486
YER071C	381	354	86	16.351
YER072W	390	363	1896	351.544
YER073W	1563	1536	1289	56.482
YER074W	408	381	7105.29	1255.18
YER074W-A	258	231	145	42.2478
YER075C	2787	2760	300.322	7.32363
YER076C	909	882	51.6016	3.9377
YER076W-A	348	321	16.3984	3.43832
YER077C	2067	2040	161	5.31183
YER078C	1536	1509	203	9.0543
YER078W-A	165	138	1	0.487718
YER079W	633	606	64	7.10813
YER079C-A	339	312	76.5356	16.5104
YER080W	1884	1857	888.464	32.2015
YER081W	1410	1383	234.339	11.4043
YER082C	1665	1638	463	19.0246
YER083C	858	831	303	24.5409
YER084W	387	360	0	0
YER084W-A	513	486	1	0.138488
YER085C	522	495	0	0
YER086W	1731	1704	1406	55.5346
YER087W	1731	1704	140.505	5.5497
YER087C-A	552	525	34.4952	4.4223
YER087C-B	249	222	342	103.686
YER088C	2013	1986	511	17.3177
YER088C-A	324	297	48.0728	10.8941
YER088W-B	147	120	0	0
YER089C	1395	1368	865.927	42.6033
YER090W	1524	1497	1069	48.0622
YER090C-A	90	63	0	0
YER091C	2304	2277	6088	179.953
YER091C-A	222	195	1	0.345154
YER092W	378	351	131	25.1196
YER093C	4293	4266	456	7.19436
YER093C-A	414	387	36	6.26094
YER094C	618	591	530	60.3582
YER095W	1203	1176	247	14.1364
YER096W	1539	1512	18	0.801251
YER097W	330	303	24	5.3311
YER098W	2265	2238	138	4.15018
YER099C	957	930	262	18.9612
YER100W	753	726	228	21.1371
YER101C	1293	1266	74	3.93411
YER102W	603	576	7549.85	882.193
YER103W	1929	1902	180	6.36957
YER104W	627	600	45	5.04788
YER105C	4176	4149	1718	27.8694
YER106W	909	882	1	0.0763097
YER107C	1098	1071	274.866	17.2735
YER107W-A	321	294	31.1341	7.12749
YER109C	2400	2373	198.971	5.6434
YER110C	3342	3315	6709	136.214
YER111C	3282	3255	563	11.6414
YER112W	564	537	219	27.4485
YER113C	2121	2094	493	15.846
YER114C	3123	3096	742	16.1306
YER115C	576	549	87	10.6658
YER116C	825	798	64	5.3979
YER117W	414	387	5091.88	885.555
YER118C	1104	1077	329	20.5602
YER119C	1347	1320	234	11.9314
YER119C-A	372	345	54.628	10.6572
YER120W	735	708	1107.37	105.271
YER121W	345	318	10	2.11651
YER122C	1482	1455	1015	46.9517
YER123W	1575	1548	302.249	13.1414
YER124C	1722	1695	1639	65.0815
YER125W	2430	2403	1959	54.8692
YER126C	786	759	463	41.057
YER127W	1074	1047	307	19.7351
YER128W	612	585	33	3.7967
YER129W	3429	3402	575	11.3758
YER130C	1332	1305	216	11.1402
YER131W	360	333	2824.87	570.956
YER132C	5262	5235	751	9.65542
YER133W	939	912	1200	88.5594
YER133W-A	342	315	57.4455	12.2742
YER134C	537	510	83.5545	11.0268
YER135C	393	366	7	1.28726
YER136W	1356	1329	1254	63.5069
YER137C	447	420	22.6826	3.6349
YER137W-A	306	279	6.31739	1.52399
YER138C	5268	5241	97403.8	1250.86
YER137C-A	1323	1296	0.00804535	0.000417819
YER138W-A	105	78	1072.2	925.19
YER139C	681	654	65	6.68935
YER140W	1671	1644	174	7.12353
YER141W	1461	1434	443	20.7923
YER142C	891	864	115	8.95844
YER143W	1287	1260	169	9.02743
YER144C	2418	2391	280	7.88182
YER145C	1215	1188	1519	86.0576
YER145C-A	438	411	130.486	21.3683
YER146W	282	255	162.514	42.8942
YER147C	1875	1848	155	5.64518
YER147C-A	411	384	167.592	29.3745
YER148W	723	696	428.408	41.4282
YER148W-A	579	552	59.9523	7.30995
YER149C	1263	1236	152.048	8.2796
YER150W	447	420	34	5.44851
YER151C	2739	2712	921	22.8569
YER152C	1332	1305	459.096	23.6778
YER152W-A	567	540	76.9041	9.58526
YER153C	765	738	118	10.7615
YER154W	1209	1182	425	24.2002
YER155C	6504	6477	3805	39.5393
YER156C	1017	990	550	37.3917
YER157W	2406	2379	438	12.3916
YER158C	1722	1695	49	1.94569
YER158W-A	216	189	30.1653	10.7422
YER159C	429	402	100.835	16.8823
YER160C	5268	5241	10302.9	132.31
YER159C-A	1323	1296	11.3047	0.587087
YER161C	1002	975	162	11.183
YER162C	2265	2238	93	2.79686
YER163C	699	672	176	17.6275
YER164W	4407	4380	1287	19.7766
YER165W	1734	1707	7338	289.329
YER165C-A	357	330	48.7661	9.94608
YER166W	4716	4689	1686.23	24.2039
YER167W	2556	2529	358	9.52757
YER168C	1641	1614	372	15.5127
YER169W	2391	2364	222	6.32053
YER170W	678	651	53	5.47953
YER171W	2337	2310	406	11.8294
YER172C	6492	6465	1322	13.7629
YER172C-A	381	354	5.74886	1.09302
YER173W	1980	1953	135.251	4.66108
YER174C	735	708	159	15.1151
YER175C	900	873	79	6.09061
YER175W-A	165	138	8	3.90175
YER176W	3366	3339	560	11.2881
YER177W	804	777	3878.17	335.934
YER178W	1263	1236	4857	264.483
YER179W	1005	978	16	1.10111
YER180C	804	777	75	6.49663
YER180C-A	258	231	47	13.6941
YER181C	324	297	2	0.453233
YER182W	735	708	99	9.41131
YER183C	636	609	194	21.4404
YER184C	2385	2358	103	2.93996
YER185W	912	885	7	0.532357
YER186C	921	894	161	12.1209
YER187W	426	399	8	1.34948
YER188W	720	693	11	1.06834
YER188C-A	300	273	0	0
YER189W	369	342	2.40672	0.473639
YER190W	5046	5019	91.9579	1.23316
YER190C-A	576	549	0	0
YER190C-B	483	456	2.65959	0.392553
YFL068W	483	456	0.00211007	0.000311445
YFL067W	528	501	29.9958	4.02968
YFL066C	1179	1152	21.8232	1.27501
YFL065C	309	282	13.4322	3.20586
YFL064C	525	498	10.5594	1.42711
YFL063W	456	429	0	0
YFL062W	1140	1113	0	0
YFL061W	678	651	31	3.20501
YFL060C	669	642	24	2.51608
YFL059W	897	870	63.6522	4.92427
YFL058W	1023	996	15.1263	1.02217
YFL057C	459	432	23.0787	3.59563
YFL056C	639	612	32.0246	3.52192
YFL055W	1677	1650	44	1.7948
YFL054C	1941	1914	80	2.81317
YFL053W	1776	1749	37	1.42384
YFL052W	1398	1371	16	0.785472
YFL051C	483	456	3	0.442797
YFL050C	2577	2550	99.8268	2.63485
YFL049W	1872	1845	193	7.04059
YFL048C	1338	1311	771	39.5822
YFL047W	2145	2118	486	15.4439
YFL046W	624	597	106	11.9503
YFL045C	765	738	2777	253.261
YFL044C	906	879	189	14.4717
YFL042C	2025	1998	232	7.81521
YFL041W-A	192	165	5	2.03955
YFL041W	1869	1842	552	20.1696
YFL040W	1623	1596	24	1.01211
YFL039C	1128	1101	11998	733.448
YFL038C	621	594	1178	133.477
YFL037W	1374	1347	2642	132.012
YFL036W	4056	4029	844	14.0992
YFL034C-B	864	837	100	8.04123
YFL034C-A	369	342	452	88.953
YFL034W	3222	3195	364	7.66794
YFL033C	5313	5286	538.856	6.8611
YFL032W	321	294	81	18.5432
YFL031W	717	690	3248	316.822
YFL031C-A	102	75	354	317.68
YFL030W	1158	1131	53	3.154
YFL029C	1107	1080	130	8.10154
YFL028C	870	843	169	13.493
YFL027C	1494	1467	150	6.88191
YFL026W	1296	1269	2421	128.405
YFL025C	3090	3063	357	7.84457
YFL024C	2499	2472	345.651	9.41103
YFL023W	2391	2364	341	9.70856
YFL022C	1512	1485	1905	86.3409
YFL021C-A	855	828	12.2395	0.994906
YFL021W	1533	1506	158.76	7.09521
YFL020C	369	342	8.5958	1.69164
YFL019C	354	327	2	0.411652
YFL018C	1500	1473	1708	78.0429
YFL017W-A	234	207	98	31.8643
YFL017C	480	453	153	22.7322
YFL016C	1536	1509	414	18.4654
YFL015W-A	318	291	1	0.231289
YFL015C	495	468	0	0
YFL014W	330	303	58	12.8835
YFL013W-A	804	777	38.2404	3.31245
YFL013C	2079	2052	254.75	8.35574
YFL012W-A	375	348	10.0097	1.93593
YFL012W	447	420	1	0.16025
YFL011W	1641	1614	3	0.125102
YFL010W-A	285	258	251.077	65.4992
YFL010C	636	609	480.923	53.1503
YFL009W	2340	2313	515.216	14.9921
YFL008W	3678	3651	776	14.3053
YFL007W	6432	6405	2643	27.7732
YFL005W	648	621	659	71.4236
YFL004W	2487	2460	2794	76.4433
YFL003C	2637	2610	33	0.850984
YFL002W-B	1317	1290	1.17149e-07	6.11217e-09
YFL002W-A	5313	5286	4181.66	53.2438
YFL002C	1821	1794	336	12.6056
YFL001W	1329	1302	223	11.5277
YFR001W	615	588	183	20.947
YFR002W	2520	2493	961	25.9447
YFR003C	468	441	101	15.4146
YFR004W	921	894	616	46.3758
YFR005C	1347	1320	266	13.563
YFR006W	1608	1581	665	28.3099
YFR007W	1062	1035	113	7.34829
YFR008W	666	639	40.2479	4.23926
YFR009W	2259	2232	1845	55.6353
YFR009W-A	258	231	0	0
YFR010W	1500	1473	773	35.3203
YFR010W-A	189	162	13.5547	5.63149
YFR011C	513	486	111.445	15.4338
YFR012W	609	582	6	0.693867
YFR012W-A	87	60	2	2.2435
YFR013W	2364	2337	416	11.9807
YFR014C	1341	1314	213	10.9102
YFR015C	2127	2100	199	6.37796
YFR016C	3702	3675	642.83	11.773
YFR017C	588	561	26	3.11931
YFR018C	1092	1065	237	14.9778
YFR019W	6837	6810	1056.01	10.4369
YFR020W	699	672	35	3.50547
YFR021W	1503	1476	205	9.34793
YFR022W	2202	2175	121	3.74433
YFR023W	1836	1809	5	0.186029
YFR024C-A	1380	1353	1077	53.5755
YFR025C	1008	981	279	19.1418
YFR026C	510	483	10	1.39348
YFR027W	846	819	43	3.53372
YFR028C	1656	1629	494	20.4105
YFR029W	2037	2010	147	4.92231
YFR030W	3108	3081	625	13.6533
YFR031C	3513	3486	410	7.91598
YFR031C-A	765	738	7304.5	666.165
YFR032C	870	843	2	0.15968
YFR032C-A	180	153	2560	1126.15
YFR032C-B	264	237	32	9.08761
YFR033C	444	417	190	30.6666
YFR034C	939	912	225	16.6049
YFR034W-A	288	261	1.48034	0.381742
YFR035C	345	318	54.5197	11.5392
YFR036W	375	348	47	9.09006
YFR036W-A	651	624	69.1206	7.4554
YFR037C	1674	1647	779.879	31.87
YFR038W	2562	2535	427	11.337
YFR039C	1533	1506	310	13.8543
YFR040W	3009	2982	750	16.9278
YFR041C	888	861	172	13.4454
YFR042W	603	576	107	12.5029
YFR043C	714	687	49	4.80051
YFR044C	1446	1419	2615	124.033
YFR045W	930	903	62	4.62117
YFR046C	1086	1059	58	3.68621
YFR047C	888	861	384	30.0176
YFR048W	1989	1962	234	8.02722
YFR049W	372	345	101	19.7038
