target_id	length	eff_length	est_counts	tpm
YBR150C	3285	3258	329.696	6.81099
YBR151W	951	924	394	28.6994
YBR152W	876	849	77	6.10423
YBR153W	735	708	77	7.31991
YBR154C	648	621	546	59.1765
YBR155W	1158	1131	274	16.3056
YBR156C	2097	2070	146	4.74712
YBR157C	768	741	126	11.4446
YBR158W	1650	1623	1556	64.5267
YBR159W	1044	1017	877	58.0399
YBR160W	897	870	246	19.0311
YBR161W	1131	1104	136	8.29121
YBR162C	1368	1341	3275	164.373
YBR162W-A	198	171	234	92.1017
YBR163W	1758	1731	238	9.25397
YBR164C	552	525	306	39.2293
YBR165W	834	807	95	7.92315
YBR166C	1359	1332	269	13.5924
YBR167C	423	396	53	9.00801
YBR168W	1242	1215	130	7.20137
YBR169C	2082	2055	422	13.8213
YBR170C	1743	1716	499	19.5718
YBR171W	621	594	340	38.5248
YBR172C	2223	2196	504	15.4471
YBR173C	447	420	188	30.1271
YBR174C	315	288	2.53557	0.592558
YBR175W	948	921	134.464	9.82643
YBR176W	939	912	116	8.56074
YBR177C	1356	1329	479.665	24.2919
YBR178W	375	348	19.3351	3.73952
YBR179C	2568	2541	373	9.87989
YBR180W	1719	1692	38	1.51158
YBR181C	711	684	9066.37	892.124
YBR182C	1359	1332	28	1.41482
YBR182C-A	195	168	4	1.6025
YBR183W	951	924	115	8.37672
YBR184W	1572	1545	40	1.74253
YBR185C	837	810	115	9.55566
YBR186W	1695	1668	43	1.73508
YBR187W	843	816	678	55.9226
YBR188C	423	396	33	5.60876
YBR189W	588	561	11558.3	1386.69
YBR190W	312	285	77	18.1842
YBR191W	483	456	7033.38	1038.12
YBR191W-A	75	48	478	670.247
YBR192W	1134	1107	176	10.7007
YBR193C	672	645	87	9.07836
YBR194W	372	345	36	7.02314
YBR195C	1269	1242	117	6.34034
YBR196C	1665	1638	15339	630.277
YBR196C-A	150	123	8	4.37757
YBR196C-B	105	78	1	0.862886
YBR197C	654	627	99	10.6271
YBR198C	2397	2370	662	18.8
YBR199W	1395	1368	695	34.1938
YBR200W	1656	1629	289	11.9406
YBR200W-A	165	138	0	0
YBR201W	636	609	79	8.73088
YBR201C-A	204	177	5	1.90127
YBR202W	2538	2511	647.387	17.3526
YBR203W	2775	2748	86	2.10635
YBR204C	1128	1101	149	9.1085
YBR205W	1215	1188	805.021	45.6078
YBR206W	324	297	94.9786	21.5237
YBR207W	1398	1371	382	18.7531
YBR208C	5508	5481	1011	12.4148
YBR209W	318	291	4	0.925156
YBR210W	429	402	113	18.9191
YBR211C	975	948	102	7.24169
YBR212W	2019	1992	383.082	12.9435
YBR213W	825	798	51	4.30145
YBR214W	1584	1557	180	7.78094
YBR215W	1878	1851	168	6.10873
YBR216C	2025	1998	299	10.0722
YBR217W	561	534	49	6.17594
YBR218C	3543	3516	3327.97	63.7057
YBR219C	384	357	0	0
YBR220C	1683	1656	367	14.916
YBR221C	1101	1074	2634	165.067
YBR221W-A	105	78	3	2.58866
YBR222C	1632	1605	546	22.8963
YBR223C	1635	1608	89.8399	3.76038
YBR223W-A	120	93	0	0
YBR224W	516	489	11.1601	1.53605
YBR225W	2703	2676	212.338	5.3406
YBR226C	411	384	27.6618	4.8484
YBR227C	1563	1536	237	10.385
YBR228W	915	888	72	5.45717
YBR229C	2865	2838	935	22.1742
YBR230C	405	378	191	34.0087
YBR230W-A	201	174	20	7.73622
YBR231C	912	885	63	4.79121
YBR232C	360	333	14.3439	2.89915
YBR233W	1242	1215	85.6561	4.74493
YBR233W-A	285	258	50	13.0436
YBR234C	1155	1128	842	50.2402
YBR235W	3363	3336	532	10.7333
YBR236C	1311	1284	285	14.9392
YBR237W	2550	2523	226	6.02892
YBR238C	2196	2169	323	10.0228
YBR239C	1590	1563	101	4.34921
YBR240C	1353	1326	20	1.01516
YBR241C	1467	1440	132	6.16964
YBR242W	717	690	175	17.0701
YBR243C	1347	1320	391	19.9366
YBR244W	489	462	267	38.8971
YBR245C	3390	3363	1084	21.6945
YBR246W	1164	1137	225	13.319
YBR247C	1452	1425	444	20.9709
YBR248C	1659	1632	546	22.5175
YBR249C	1113	1086	1884	116.761
YBR250W	1572	1545	21	0.914827
YBR251W	924	897	153	11.4801
YBR252W	444	417	325	52.456
YBR253W	366	339	88	17.4715
YBR254C	528	501	137	18.4048
YBR255W	2085	2058	176	5.75593
YBR255C-A	363	336	38	7.61189
YBR256C	717	690	324	31.6041
YBR257W	840	813	88	7.28518
YBR258C	429	402	27	4.52049
YBR259W	2067	2040	172	5.67474
YBR260C	2001	1974	354	12.0699
YBR261C	699	672	293	29.3458
YBR262C	321	294	85	19.459
YBR263W	1473	1446	2012	93.65
YBR264C	600	573	110	12.9207
YBR265W	963	936	266	19.1273
YBR267W	1182	1155	281	16.3747
YBR266C	453	426	0	0
YBR268W	318	291	98	22.6663
YBR269C	417	390	122	21.0544
YBR270C	1638	1611	43	1.79647
YBR271W	1260	1233	176	9.60722
YBR272C	1443	1416	246	11.6928
YBR273C	1311	1284	244	12.7901
YBR274W	1584	1557	200	8.64549
YBR275C	5751	5724	757	8.90111
YBR276C	2424	2397	610	17.1281
YBR277C	402	375	10.5134	1.88694
YBR278W	606	579	73.4866	8.54236
YBR279W	1338	1311	363	18.636
YBR280C	1914	1887	112	3.99479
YBR281C	2637	2610	491	12.6616
YBR282W	441	414	128	20.8093
YBR283C	1473	1446	1912	88.9954
YBR284W	2394	2367	40	1.13739
YBR285W	435	408	4	0.659854
YBR286W	1614	1587	4639	196.741
YBR287W	1284	1257	561	30.0383
YBR288C	1452	1425	379	17.9008
YBR289W	2718	2691	330.632	8.26951
YBR290W	966	939	140	10.0348
YBR291C	900	873	92	7.09286
YBR292C	372	345	7	1.36561
YBR293W	1425	1398	112	5.39211
YBR294W	2580	2553	108	2.84722
YBR295W	3651	3624	252	4.68016
YBR296C	1725	1698	81	3.21067
YBR296C-A	120	93	0	0
YBR297W	1407	1380	58.7486	2.86528
YBR298C	1845	1818	62	2.29533
YBR298C-A	222	195	0.5	0.172577
YBR299W	1755	1728	77.1956	3.00675
YBR300C	498	471	0	0
YBR301W	363	336	2.15049	0.43077
YBR302C	1140	1113	228.401	13.8118
YCL076W	744	717	0	0
YCL073C	1848	1821	0	0
YCL069W	1377	1350	0	0
YCL068C	783	756	0	0
YCL067C	633	606	35.5165	3.94462
YCL066W	528	501	1.5	0.201512
YCL065W	369	342	0	0
YCL064C	1083	1056	1675	106.758
YCL063W	1272	1245	242	13.0826
YCL061C	3291	3264	411	8.475
YCL059C	951	924	574	41.8108
YCL058C	459	432	68	10.5943
YCL058W-A	342	315	0	0
YCL057C-A	294	267	173	43.6097
YCL057W	2139	2112	1225	39.0382
YCL056C	435	408	78	12.8672
YCL055W	1008	981	178	12.2123
YCL054W	2526	2499	917	24.6974
YCL052C	1251	1224	208	11.4375
YCL051W	1752	1725	185	7.21823
YCL050C	966	939	854	61.2125
YCL049C	939	912	115	8.48694
YCL048W-A	240	213	0	0
YCL048W	1392	1365	4	0.197231
YCL047C	777	750	117	10.4996
YCL045C	2283	2256	1598.91	47.7015
YCL046W	324	297	87.0937	19.7369
YCL044C	1254	1227	122	6.69211
YCL043C	1569	1542	5667.3	247.366
YCL041C	495	468	202.951	29.1873
YCL042W	360	333	47.2656	9.5532
YCL040W	1503	1476	1983.73	90.4576
YCL039W	2238	2211	178	5.4185
YCL038C	1587	1560	183	7.89541
YCL037C	1305	1278	1364	71.8343
YCL036W	1701	1674	193	7.75979
YCL035C	333	306	295	64.8857
YCL034W	1065	1038	341	22.1108
YCL033C	507	480	135	18.9296
YCL032W	1041	1014	111	7.36772
YCL031C	894	867	375	29.1112
YCL030C	2400	2373	2973	84.3228
YCL029C	1323	1296	175	9.08827
YCL028W	1218	1191	649	36.6759
YCL027W	1539	1512	107	4.76299
YCL026C-B	582	555	28	3.39557
YCL026C-A	582	555	11	1.33398
YCL025C	1902	1875	255.739	9.18001
YCL023C	348	321	11.8953	2.49413
YCL024W	3114	3087	308.105	6.71753
YCL022C	516	489	0	0
YCL021W-A	378	351	61	11.6969
YCL020W	1317	1290	1.45051e-06	7.56797e-08
YCL019W	5313	5286	1371.26	17.4599
YCL018W	1095	1068	0	0
YCL017C	1494	1467	824	37.8046
YCL016C	1143	1116	96	5.78969
YCL014W	4911	4884	1036	14.2768
YCL012C	405	378	54	9.61502
YCL011C	1284	1257	886	47.4402
YCL010C	780	753	227	20.2899
YCL009C	930	903	1754	130.734
YCL008C	1158	1131	130	7.73622
YCL007C	393	366	23.615	4.34265
YCL005W-A	222	195	240.385	82.97
YCL005W	771	744	107	9.67963
YCL004W	1566	1539	103	4.5045
YCL002C	792	765	179	15.7485
YCL001W	567	540	388	48.36
YCL001W-A	462	435	7	1.08307
YCL001W-B	255	228	3	0.885594
YCR001W	315	288	12	2.80438
YCR002C	969	942	454	32.4379
YCR003W	552	525	73	9.35862
YCR004C	744	717	723	67.8683
YCR005C	1383	1356	583	28.9372
YCR006C	474	447	19	2.86084
YCR007C	720	693	38	3.69061
YCR008W	1812	1785	801	30.2025
YCR009C	798	771	586	51.1554
YCR010C	852	825	8	0.652656
YCR011C	3150	3123	1332	28.7065
YCR012W	1251	1224	48081.6	2643.9
YCR013C	648	621	5675.41	615.111
YCR014C	1749	1722	88	3.43952
YCR015C	954	927	83	6.02624
YCR016W	873	846	202	16.0705
YCR017C	2862	2835	1568	37.2255
YCR018C	666	639	112	11.7968
YCR018C-A	255	228	145.573	42.973
YCR019W	1092	1065	109	6.8885
YCR020C	648	621	47	5.09395
YCR020C-A	267	240	85	23.8372
YCR020W-B	237	210	42	13.461
YCR021C	999	972	53	3.66993
YCR022C	345	318	3	0.634954
YCR023C	1836	1809	336	12.5011
YCR024C	1479	1452	93	4.31086
YCR024C-B	267	240	976	273.707
YCR024C-A	123	96	928.1	650.686
YCR025C	411	384	9	1.57746
YCR026C	2229	2202	324	9.9032
YCR027C	630	603	79	8.81775
YCR028C	1539	1512	244	10.8614
YCR028C-A	408	381	508	89.7402
YCR030C	2613	2586	542	14.1065
YCR031C	414	387	7848.3	1364.94
YCR032W	6504	6477	686	7.1285
YCR033W	3681	3654	706	13.0042
YCR034W	1044	1017	967	63.9961
YCR035C	1185	1158	274	15.9254
YCR036W	1002	975	305	21.0544
YCR037C	2772	2745	409.369	10.0374
YCR038C	1929	1902	87.5574	3.09835
YCR038W-A	126	99	0.442596	0.300899
YCR039C	633	606	35.5165	3.94462
YCR040W	528	501	1.5	0.201512
YCR041W	333	306	47.5518	10.4591
YCR042C	4224	4197	741.448	11.8902
YCR043C	384	357	235	44.3045
YCR044C	1074	1047	356	22.885
YCR045C	1476	1449	105	4.87718
YCR045W-A	351	324	0	0
YCR046C	510	483	187	26.0581
YCR047C	828	801	158.652	13.331
YCR047W-A	207	180	2.34783	0.877893
YCR049C	447	420	60.5006	9.69524
YCR048W	1833	1806	591.927	22.0596
YCR050C	309	282	0.572762	0.136702
YCR051W	669	642	340	35.6445
YCR052W	1452	1425	479	22.624
YCR053W	1545	1518	3139	139.177
YCR054C	1692	1665	173	6.99326
YCR057C	2772	2745	1122	27.5105
YCR059C	777	750	252	22.6145
YCR060W	336	309	97	21.1281
YCR061W	1896	1869	462	16.6372
YCR064C	411	384	9.9891	1.75083
YCR063W	474	447	35.0109	5.27162
YCR065W	1695	1668	392	15.8175
YCR066W	1464	1437	69	3.23177
YCR067C	3198	3171	827.179	17.557
YCR068W	1563	1536	191	8.36932
YCR069W	957	930	369	26.7049
YCR071C	441	414	105	17.0701
YCR072C	1548	1521	331	14.6469
YCR073C	3996	3969	220	3.73069
YCR073W-A	948	921	247	18.0503
YCR075C	783	756	111	9.8821
YCR075W-A	228	201	63	21.0956
YCR076C	753	726	95	8.80714
YCR077C	2391	2364	1182	33.6526
YCR079W	1329	1302	100	5.16936
YCR081W	4284	4257	472.299	7.46726
YCR081C-A	237	210	21.7013	6.95527
YCR082W	387	360	348	65.0616
YCR083W	384	357	153	28.845
YCR084C	2142	2115	1512	48.116
YCR085W	354	327	9	1.85243
YCR086W	573	546	61	7.51944
YCR087W	516	489	195	26.8395
YCR087C-A	462	435	0	0
YCR088W	1779	1752	1687	64.8081
