target_id	length	eff_length	est_counts	tpm
YAR028W	705	678	1071.2	18.7036
YAR029W	225	198	11.9002	0.711495
YAR030C	342	315	2.09984	0.078915
YAR031W	897	870	518.609	7.05674
YAR033W	705	678	630.697	11.0122
YAR035W	2064	2037	138	0.801996
YAR035C-A	81	54	0	0
YAR042W	3567	3540	4532.01	15.1555
YAR047C	321	294	0	0
YAR050W	4614	4587	34.9739	0.0902609
YAR053W	297	270	17	0.745365
YAR060C	336	309	1	0.0383112
YAR064W	300	273	0	0
YAR066W	612	585	3.57134e-08	7.22703e-10
YAR068W	486	459	9.62584	0.248262
YAR069C	294	267	0	0
YAR070C	300	273	2	0.0867264
YAR071W	1404	1377	8608.04	74.0038
YAR073W	1212	1185	9.9431	0.0993316
YAR075W	474	447	3.56148	0.0943207
YBL113C	2379	2352	0	0
YBL113W-A	483	456	7.28455	0.189113
YBL112C	318	291	0	0
YBL111C	2004	1977	224.407	1.34374
YBL109W	336	309	0	0
YBL108C-A	129	102	16.2151	1.88193
YBL108W	306	279	0	0
YBL107W-A	105	78	0	0
YBL107C	591	564	1164	24.4319
YBL106C	3033	3006	1146	4.51315
YBL105C	3456	3429	4226	14.5897
YBL104C	3117	3090	1771	6.78491
YBL103C	1461	1434	1495	12.3417
YBL102W	648	621	2958	56.3885
YBL101C	3354	3327	2628	9.35097
YBL100W-C	120	93	6	0.763752
YBL100W-A	1317	1290	66.6182	0.611346
YBL100W-B	5313	5286	335.251	0.750805
YBL100C	315	288	1213.36	49.8749
YBL099W	1638	1611	43728.6	321.332
YBL098W	1383	1356	2065	18.0279
YBL097W	2265	2238	1976	10.4523
YBL096C	309	282	25.6439	1.07651
YBL095W	813	786	297.835	4.48578
YBL094C	333	306	17.5207	0.677818
YBL093C	663	636	2666	49.6235
YBL092W	393	366	176276	5701.59
YBL091C-A	528	501	906	21.4079
YBL091C	1266	1239	11087	105.932
YBL090W	534	507	2001	46.7222
YBL089W	1380	1353	1222	10.692
YBL088C	8364	8337	647	0.91871
YBL087C	414	387	62422.7	1909.48
YBL086C	1401	1374	1331	11.4677
YBL085W	2943	2916	3961.85	16.084
YBL084C	2277	2250	975.182	5.13083
YBL083C	426	399	61.2311	1.8167
YBL082C	1377	1350	1989.77	17.4483
YBL081W	1107	1080	1396.31	15.3053
YBL080C	1626	1599	666	4.93071
YBL079W	4509	4482	7560	19.968
YBL078C	354	327	829	30.0117
YBL077W	432	405	530.845	15.5166
YBL076C	3219	3192	75546.2	280.178
YBL075C	1950	1923	39	0.240087
YBL074C	1068	1041	898.417	10.2167
YBL073W	312	285	31.5827	1.31186
YBL072C	603	576	149259	3067.62
YBL071C-B	99	72	2	0.328838
YBL071W-A	249	222	1708	91.0791
YBL071C	309	282	16	0.671668
YBL070C	321	294	99.1438	3.99211
YBL069W	1290	1263	3110.86	29.1582
YBL068W-A	237	210	0	0
YBL068W	981	954	4303	53.3958
YBL067C	2244	2217	2367	12.6391
YBL066C	3447	3420	788.249	2.72848
YBL065W	345	318	80.7513	3.00612
YBL064C	786	759	4876	76.0512
YBL063W	3336	3309	1457	5.21251
YBL062W	381	354	7.42839	0.248414
YBL061C	2091	2064	4113.57	23.5936
YBL060W	2064	2037	1030	5.98591
YBL059C-A	330	303	1531	59.8159
YBL059W	582	555	504	10.7503
YBL058W	1272	1245	12302	116.974
YBL057C	627	600	2595	51.2
YBL056W	1407	1380	8312	71.3034
YBL055C	1257	1230	1547	14.8891
YBL054W	1578	1551	2224	16.9749
YBL053W	375	348	6.33766	0.215592
YBL052C	2496	2469	680.662	3.26358
YBL051C	2007	1980	7487	44.7638
YBL050W	879	852	8493	118.006
YBL049W	417	390	53	1.60877
YBL048W	312	285	19	0.78921
YBL047C	4146	4119	27278	78.398
YBL046W	1326	1299	1673	15.2465
YBL045C	1374	1347	8434	74.1225
YBL044W	369	342	7	0.242301
YBL043W	774	747	17	0.269409
YBL042C	1920	1893	4665	29.1733
YBL041W	726	699	13285	224.993
YBL040C	660	633	4484	83.8583
YBL039W-B	180	153	76	5.88039
YBL039C	1740	1713	26331	181.968
YBL039C-A	84	57	0	0
YBL038W	699	672	2365	41.6626
YBL037W	3078	3051	2942	11.4152
YBL036C	774	747	6502	103.041
YBL035C	2118	2091	2806	15.8861
YBL034C	4542	4515	2723	7.1396
YBL033C	1038	1011	2885	33.7815
YBL032W	1146	1119	10423	110.267
YBL031W	1017	990	522	6.24194
YBL030C	957	930	34118	434.295
YBL029C-A	285	258	447	20.5103
YBL029W	1131	1104	229	2.45556
YBL028C	321	294	5050	203.342
YBL027W	570	543	161186	3514.07
YBL026W	288	261	3703	167.957
YBL025W	438	411	739	21.2856
YBL024W	2055	2028	17443	101.821
YBL023C	2607	2580	4880	22.3915
YBL022C	3402	3375	14408	50.5375
YBL021C	435	408	1202	34.8761
YBL020W	1725	1698	1745	12.1658
YBL019W	1563	1536	466	3.59152
YBL018C	402	375	1664	52.5298
YBL017C	4740	4713	16522.9	41.5022
YBL016W	1062	1035	2434	27.8397
YBL015W	1581	1554	2710	20.6444
YBL014C	2685	2658	721	3.21118
YBL013W	1206	1179	449	4.50834
YBL012C	402	375	237.556	7.49927
YBL011W	2280	2253	3309.13	17.3875
YBL010C	843	816	864	12.5345
YBL009W	2031	2004	2498	14.7563
YBL008W-A	240	213	18	1.00041
YBL008W	2523	2496	1737	8.23833
YBL007C	3735	3708	23429	74.7994
YBL006C	543	516	2179	49.991
YBL006W-A	150	123	0	0
YBL005W	2931	2904	1188	4.84288
YBL005W-A	1323	1296	5803.74	53.0135
YBL005W-B	5268	5241	5799.08	13.0987
YBL004W	7482	7455	15649	24.8498
YBL003C	399	372	29799.1	948.295
YBL002W	396	369	35035.2	1123.99
YBL001C	315	288	5426	223.034
YBR001C	2343	2316	2989.35	15.28
YBR002C	861	834	1659	23.5486
YBR003W	1422	1395	1933	16.4037
YBR004C	1302	1275	1262	11.7175
YBR005W	642	615	487	9.37428
YBR006W	1494	1467	1349	10.8859
YBR007C	2211	2184	1200	6.50448
YBR008C	1647	1620	15	0.109613
YBR009C	312	285	47267.3	1963.36
YBR010W	411	384	47362	1460.1
YBR011C	864	837	108669	1536.97
YBR012C	420	393	174	5.24132
YBR012W-A	1323	1296	4442.71	40.5814
YBR012W-B	5271	5244	1241.54	2.80274
YBR013C	390	363	473	15.4255
YBR014C	612	585	3475	70.3207
YBR015C	1794	1767	10043	67.2839
YBR016W	387	360	6480	213.087
YBR017C	2757	2730	10884.3	47.1979
YBR018C	1101	1074	21	0.231472
YBR019C	2100	2073	73	0.416877
YBR020W	1587	1560	3	0.0227657
YBR021W	1902	1875	1004	6.33894
YBR022W	534	507	1481	34.5805
YBR023C	3498	3471	5986	20.4158
YBR024W	906	879	1098	14.7876
YBR025C	1185	1158	59922	612.579
YBR026C	1143	1116	5453	57.8436
YBR027C	333	306	3	0.11606
YBR028C	1578	1551	2108	16.0895
YBR029C	1374	1347	4943	43.4417
YBR030W	1659	1632	1109	8.04443
YBR031W	1089	1062	196836	2194.14
YBR032W	303	276	2	0.0857837
YBR033W	2760	2733	54	0.233904
YBR034C	1047	1020	8190	95.0534
YBR035C	687	660	9872	177.07
YBR036C	1233	1206	6837	67.1123
YBR037C	888	861	1810	24.8862
YBR038W	2892	2865	7470	30.866
YBR039W	936	909	11668	151.956
YBR040W	897	870	36	0.489855
YBR041W	2010	1983	4088	24.4046
YBR042C	1194	1167	1883	19.1013
YBR043C	2070	2043	533	3.08847
YBR044C	1719	1692	723	5.0585
YBR045C	1920	1893	69	0.431502
YBR046C	1005	978	3895	47.1468
YBR047W	528	501	443	10.4677
YBR048W	471	444	81522.5	2173.59
YBR049C	2433	2406	10362	50.9838
YBR050C	1017	990	126.327	1.51058
YBR051W	351	324	15.6731	0.572655
YBR052C	633	606	6628	129.477
YBR053C	1077	1050	4389	49.4835
YBR054W	1035	1008	2579.3	30.2919
YBR055C	2700	2673	1959	8.676
YBR056W	1506	1479	4058	32.4809
YBR056W-A	201	174	79	5.37479
YBR056C-B	159	132	0	0
YBR057C	1101	1074	1436	15.8283
YBR058C	2346	2319	4885	24.9372
YBR058C-A	243	216	3476	190.507
YBR059C	3327	3300	7120	25.5417
YBR060C	1863	1836	1845	11.8962
YBR061C	933	906	3289	42.9754
YBR062C	543	516	1787	40.9976
YBR063C	1215	1188	11	0.109613
YBR064W	429	402	0	0
YBR065C	1095	1068	1037	11.4945
YBR066C	663	636	1762	32.7969
YBR067C	633	606	14611	285.425
YBR068C	1830	1803	16250	106.694
YBR069C	1860	1833	14225	91.87
YBR070C	714	687	1092	18.817
YBR071W	636	609	2414	46.925
YBR072W	645	618	3036	58.1564
YBR072C-A	162	135	3	0.26307
YBR073W	2877	2850	4513	18.7458
YBR074W	2931	2904	6613	26.9579
YBR076W	1065	1038	18	0.205286
YBR076C-A	267	240	12	0.591908
YBR077C	489	462	1456	37.3081
YBR078W	1290	1263	114123	1069.68
YBR079C	2895	2868	36808	151.931
YBR080C	2277	2250	12166	64.0102
YBR081C	3999	3972	3566	10.6281
YBR082C	447	420	23655	666.742
YBR083W	1461	1434	3538	29.2074
YBR084W	2928	2901	21992	89.7431
YBR084C-A	570	543	114484	2495.92
YBR085W	924	897	1030	13.5934
YBR085C-A	258	231	4047	207.398
YBR086C	2841	2814	11238	47.2769
YBR087W	1065	1038	2600	29.6524
YBR088C	777	750	7958.51	125.619
YBR089W	600	573	2411.49	49.8213
YBR089C-A	300	273	4873.05	211.311
YBR090C	369	342	607.953	21.044
YBR091C	330	303	1197	46.7666
YBR092C	1404	1377	16718.6	143.731
YBR093C	1404	1377	8560.77	73.5975
YBR094W	2262	2235	3512	18.6021
YBR095C	1293	1266	1505	14.073
YBR096W	693	666	4672	83.0448
YBR097W	4365	4338	1763	4.81113
YBR098W	2076	2049	643	3.71495
YBR099C	384	357	0	0
YBR101C	873	846	4834	67.6426
YBR102C	2262	2235	3210	17.0025
YBR103W	1608	1581	1729	12.9463
YBR103C-A	144	117	0	0
YBR104W	990	963	2030	24.9548
YBR105C	1089	1062	1111	12.3844
YBR106W	567	540	30247	663.09
YBR107C	738	711	224	3.7296
YBR108W	2844	2817	2475.11	10.4014
YBR109C	444	417	15366	436.223
YBR109W-A	225	198	38	2.27197
YBR110W	1350	1323	2480	22.1909
YBR111C	696	669	6480	114.666
YBR111W-A	291	264	1268	56.859
YBR112C	2901	2874	10834	44.6258
YBR113W	483	456	252.003	6.54222
YBR114W	2373	2346	837	4.22359
YBR115C	4179	4152	18447	52.596
YBR116C	528	501	42.3373	1.00039
YBR117C	2046	2019	38.6627	0.226694
YBR118W	1377	1350	1.42404e+06	12487.4
YBR119W	897	870	1208	16.4373
YBR120C	489	462	1155	29.5954
YBR121C	2004	1977	60821	364.192
YBR121C-A	159	132	0	0
YBR122C	534	507	2373	55.4082
YBR123C	1950	1923	2242.31	13.8038
YBR124W	360	333	28.6935	1.02005
YBR125C	1182	1155	1634	16.7477
YBR126C	1488	1461	22466	182.037
YBR126W-A	207	180	5750.47	378.194
YBR126W-B	144	117	2234.53	226.091
YBR127C	1554	1527	81912	635.027
YBR128C	1035	1008	145	1.70291
YBR129C	987	960	1135	13.9962
YBR130C	1278	1251	2947	27.8873
YBR131W	2115	2088	868	4.92123
YBR131C-A	90	63	0	0
YBR132C	1791	1764	1601	10.7443
YBR133C	2484	2457	2355.24	11.3478
YBR134W	402	375	42.7642	1.35
YBR135W	453	426	2745.64	76.2988
YBR136W	7107	7080	1426	2.38435
YBR137W	540	513	3217	74.2365
YBR138C	1575	1548	1052	8.04505
YBR139W	1527	1500	6405	50.5489
YBR140C	9279	9252	5699	7.29201
YBR141C	1014	987	1029	12.3419
YBR141W-A	96	69	0	0
YBR142W	2322	2295	5356	27.6275
YBR143C	1314	1287	32427	298.272
YBR144C	315	288	1	0.0411047
YBR145W	1056	1029	992	11.4125
YBR146W	837	810	2712	39.6359
YBR147W	891	864	86	1.17833
YBR148W	1830	1803	227	1.49044
YBR149W	1035	1008	12305	144.512
YBR150C	3285	3258	1342.79	4.87912
YBR151W	951	924	3802	48.7107
YBR152W	876	849	801	11.1689
YBR153W	735	708	486	8.12619
YBR154C	648	621	10543	200.982
YBR155W	1158	1131	4219	44.1602
YBR156C	2097	2070	852	4.87252
YBR157C	768	741	912	14.57
YBR158W	1650	1623	6019	43.9026
YBR159W	1044	1017	10452	121.664
YBR160W	897	870	3841	52.2648
YBR161W	1131	1104	1239	13.2858
YBR162C	1368	1341	42884	378.574
YBR162W-A	198	171	4535	313.953
YBR163W	1758	1731	423	2.89286
YBR164C	552	525	5942	133.985
YBR165W	834	807	1235	18.1166
YBR166C	1359	1332	4071	36.181
YBR167C	423	396	793	23.7062
YBR168W	1242	1215	469	4.56963
YBR169C	2082	2055	4175	24.0508
YBR170C	1743	1716	5384	37.1426
YBR171W	621	594	4537	90.4204
YBR172C	2223	2196	5125	27.6278
YBR173C	447	420	5717	161.14
YBR174C	315	288	14.8214	0.609228
YBR175W	948	921	1006.18	12.933
YBR176W	939	912	1550	20.1197
YBR177C	1356	1329	5293.56	47.1528
YBR178W	375	348	246.438	8.38324
YBR179C	2568	2541	2747	12.7979
YBR180W	1719	1692	47	0.328838
YBR181C	711	684	135323	2342.07
YBR182C	1359	1332	138	1.22648
YBR182C-A	195	168	4	0.281861
YBR183W	951	924	604	7.73836
YBR184W	1572	1545	347	2.6588
YBR185C	837	810	1569	22.9309
YBR186W	1695	1668	39	0.276791
YBR187W	843	816	6076	88.1478
YBR188C	423	396	870	26.0081
YBR189W	588	561	200713	4235.41
YBR190W	312	285	17	0.706136
YBR191W	483	456	116370	3021.06
YBR191W-A	75	48	46	11.3449
YBR192W	1134	1107	1710	18.2866
YBR193C	672	645	1014	18.6107
YBR194W	372	345	425	14.5832
YBR195C	1269	1242	1246	11.8763
YBR196C	1665	1638	222209	1605.95
YBR196C-A	150	123	0	0
YBR196C-B	105	78	6	0.910627
YBR197C	654	627	791	14.9346
YBR198C	2397	2370	6179	30.8641
YBR199W	1395	1368	6204	53.6871
YBR200W	1656	1629	2673	19.425
YBR200W-A	165	138	0	0
YBR201W	636	609	652	12.674
YBR201C-A	204	177	81	5.41746
YBR202W	2538	2511	5598.3	26.3933
YBR203W	2775	2748	161	0.693575
YBR204C	1128	1101	1247	13.408
YBR205W	1215	1188	7737.68	77.1042
YBR206W	324	297	356.323	14.2027
YBR207W	1398	1371	3635	31.3871
YBR208C	5508	5481	4795	10.3565
YBR209W	318	291	34	1.38315
YBR210W	429	402	1114	32.8052
YBR211C	975	948	1049	13.0994
YBR212W	2019	1992	4331.36	25.7406
YBR213W	825	798	725	10.7552
YBR214W	1584	1557	2610	19.8443
YBR215W	1878	1851	1956	12.5097
YBR216C	2025	1998	2435	14.4274
YBR217W	561	534	292	6.4733
YBR218C	3543	3516	20271	68.2511
YBR219C	384	357	1.872	0.0620756
YBR220C	1683	1656	2182.13	15.5993
YBR221C	1101	1074	33972	374.456
YBR221W-A	105	78	0	0
YBR222C	1632	1605	6806	50.1997
YBR223C	1635	1608	449.42	3.30864
YBR223W-A	120	93	0	0
YBR224W	516	489	36.5804	0.885572
YBR225W	2703	2676	1157.99	5.12273
YBR226C	411	384	6.0127	0.185363
YBR227C	1563	1536	2759	21.264
YBR228W	915	888	382	5.09254
YBR229C	2865	2838	6546	27.3053
YBR230C	405	378	3416	106.982
YBR230W-A	201	174	488	33.2013
YBR231C	912	885	942	12.6006
YBR232C	360	333	175.216	6.22893
YBR233W	1242	1215	1551.78	15.1196
YBR233W-A	285	258	911	41.8006
YBR234C	1155	1128	10988	115.317
YBR235W	3363	3336	1884	6.68558
YBR236C	1311	1284	2783	25.6586
YBR237W	2550	2523	887	4.16189
YBR238C	2196	2169	1956	10.6756
YBR239C	1590	1563	435	3.29469
YBR240C	1353	1326	108	0.964194
YBR241C	1467	1440	1123	9.23212
YBR242W	717	690	1928	33.0782
YBR243C	1347	1320	3075	27.5775
YBR244W	489	462	5127	131.373
YBR245C	3390	3363	10796	38.0032
YBR246W	1164	1137	1418	14.7639
YBR247C	1452	1425	6872	57.089
YBR248C	1659	1632	8496	61.628
YBR249C	1113	1086	31912	347.863
YBR250W	1572	1545	51	0.390774
YBR251W	924	897	2406	31.7532
YBR252W	444	417	5334	151.426
YBR253W	366	339	700	24.4446
YBR254C	528	501	1590	37.5702
YBR255W	2085	2058	849	4.88367
YBR255C-A	363	336	380	13.3884
YBR256C	717	690	2525	43.3208
YBR257W	840	813	1227	17.8664
YBR258C	429	402	501	14.7535
YBR259W	2067	2040	355	2.06007
YBR260C	2001	1974	2525	15.1425
YBR261C	699	672	4271	75.2392
YBR262C	321	294	1020	41.0711
YBR263W	1473	1446	23016	188.428
YBR264C	600	573	1449	29.9363
YBR265W	963	936	2901	36.6907
YBR267W	1182	1155	4787	49.0643
YBR266C	453	426	0	0
YBR268W	318	291	2127	86.5284
YBR269C	417	390	2765	83.9295
YBR270C	1638	1611	112	0.823013
YBR271W	1260	1233	1412	13.5568
YBR272C	1443	1416	2239	18.7187
YBR273C	1311	1284	3822	35.2379
YBR274W	1584	1557	875	6.65278
YBR275C	5751	5724	3357	6.94282
YBR276C	2424	2397	859	4.24238
YBR277C	402	375	75.9614	2.39798
YBR278W	606	579	798.039	16.3166
YBR279W	1338	1311	4613	41.6548
YBR280C	1914	1887	875	5.48934
YBR281C	2637	2610	3968	17.9976
YBR282W	441	414	2194	62.7365
YBR283C	1473	1446	19534	159.922
YBR284W	2394	2367	137	0.685183
YBR285W	435	408	63	1.82795
YBR286W	1614	1587	54647	407.637
YBR287W	1284	1257	3571	33.6309
YBR288C	1452	1425	3108	25.8196
YBR289W	2718	2691	3096.58	13.6224
YBR290W	966	939	2324	29.2991
YBR291C	900	873	686	9.30238
YBR292C	372	345	0	0
YBR293W	1425	1398	184	1.5581
YBR294W	2580	2553	7	0.0324587
YBR295W	3651	3624	354	1.15638
YBR296C	1725	1698	755	5.26373
YBR296C-A	120	93	0	0
YBR297W	1407	1380	303.782	2.60595
YBR298C	1845	1818	6	0.0390698
YBR298C-A	222	195	1	0.0607085
YBR299W	1755	1728	85.9747	0.588994
YBR300C	498	471	4.12772	0.103746
YBR301W	363	336	20.1111	0.708567
YBR302C	1140	1113	1859.01	19.7729
YCL076W	744	717	0	0
YCL073C	1848	1821	3.36538	0.0218781
YCL069W	1377	1350	0	0
YCL068C	783	756	9.23406	0.144595
YCL067C	633	606	262.5	5.12791
YCL066W	528	501	1.51918	0.0358967
YCL065W	369	342	0	0
YCL064C	1083	1056	30367	340.425
YCL063W	1272	1245	1266	12.0378
YCL061C	3291	3264	2702	9.79985
YCL059C	951	924	8264	105.877
YCL058C	459	432	332.308	9.10627
YCL058W-A	342	315	987.692	37.1189
YCL057C-A	294	267	4459	197.702
YCL057W	2139	2112	10175	57.0328
YCL056C	435	408	152	4.41029
YCL055W	1008	981	2229	26.8983
YCL054W	2526	2499	11140	52.7719
YCL052C	1251	1224	1614	15.6101
YCL051W	1752	1725	1103	7.56956
YCL050C	966	939	19281	243.079
YCL049C	939	912	870	11.293
YCL048W-A	240	213	5	0.277891
YCL048W	1392	1365	10	0.0867264
YCL047C	777	750	1416	22.3504
YCL045C	2283	2256	14968.6	78.5462
YCL046W	324	297	1494.44	59.5669
YCL044C	1254	1227	1792	17.2893
YCL043C	1569	1542	77326.3	593.645
YCL041C	495	468	619.589	15.6726
YCL042W	360	333	1585.74	56.3733
YCL040W	1503	1476	26263.3	210.643
YCL039W	2238	2211	1394	7.46377
YCL038C	1587	1560	1187	9.00762
YCL037C	1305	1278	29465	272.935
YCL036W	1701	1674	1038	7.3405
YCL035C	333	306	7988	309.03
YCL034W	1065	1038	4036	46.0297
YCL033C	507	480	2284	56.3299
YCL032W	1041	1014	1043	12.1767
YCL031C	894	867	4316	58.9313
YCL030C	2400	2373	34783	173.522
YCL029C	1323	1296	1762	16.0948
YCL028W	1218	1191	16906	168.04
YCL027W	1539	1512	1014	7.93908
YCL026C-B	582	555	693	14.7817
YCL026C-A	582	555	65	1.38645
YCL025C	1902	1875	2499.02	15.778
YCL023C	348	321	28.9624	1.0681
YCL024W	3114	3087	1293.04	4.95859
YCL022C	516	489	0	0
YCL021W-A	378	351	17	0.573358
YCL020W	1317	1290	1340.47	12.3013
YCL019W	5313	5286	1483.8	3.32302
YCL018W	1095	1068	0	0
YCL017C	1494	1467	9533	76.9278
YCL016C	1143	1116	940	9.97121
YCL014W	4911	4884	5368	13.0113
YCL012C	405	378	615	19.2605
YCL011C	1284	1257	7264	68.4108
YCL010C	780	753	1175	18.4726
YCL009C	930	903	19005	249.152
YCL008C	1158	1131	966	10.1111
YCL007C	393	366	13.7982	0.446298
YCL005W-A	222	195	4539.2	275.568
YCL005W	771	744	546	8.68768
YCL004W	1566	1539	331	2.54609
YCL002C	792	765	425	6.57675
YCL001W	567	540	5476	120.048
YCL001W-A	462	435	0	0
YCL001W-B	255	228	2	0.103843
YCR001W	315	288	6	0.246628
YCR002C	969	942	6422	80.7056
YCR003W	552	525	1519	34.2517
YCR004C	744	717	13331	220.104
YCR005C	1383	1356	5950	51.9447
YCR006C	474	447	2	0.0529671
YCR007C	720	693	170	2.90402
YCR008W	1812	1785	2590	17.1769
YCR009C	798	771	8344	128.116
YCR010C	852	825	57	0.817909
YCR011C	3150	3123	10270	38.9298
YCR012W	1251	1224	811723	7850.74
YCR013C	648	621	48893.1	932.051
YCR014C	1749	1722	6	0.0412479
YCR015C	954	927	687	8.77326
YCR016W	873	846	3506	49.0598
YCR017C	2862	2835	8236	34.3912
YCR018C	666	639	842	15.5989
YCR018C-A	255	228	143.736	7.46304
YCR019W	1092	1065	737	8.19223
YCR020C	648	621	37	0.705333
YCR020C-A	267	240	876	43.2093
YCR020W-B	237	210	791	44.5904
YCR021C	999	972	307	3.73901
YCR022C	345	318	11	0.409496
YCR023C	1836	1809	1087	7.11336
YCR024C	1479	1452	579	4.72059
YCR024C-B	267	240	5	0.246628
YCR024C-A	123	96	26771.8	3301.34
YCR025C	411	384	1	0.0308285
YCR026C	2229	2202	2329	12.5209
YCR027C	630	603	735	14.4296
YCR028C	1539	1512	1801	14.1009
YCR028C-A	408	381	13872	431.021
YCR030C	2613	2586	5387	24.6605
YCR031C	414	387	130376	3988.13
YCR032W	6504	6477	1347	2.46194
YCR033W	3681	3654	2734	8.85756
YCR034W	1044	1017	10222	118.987
YCR035C	1185	1158	3454	35.31
YCR036W	1002	975	3198	38.8291
YCR037C	2772	2745	1079.19	4.65414
YCR038C	1929	1902	412.069	2.56474
YCR038W-A	126	99	12.6965	1.51822
YCR039C	633	606	262.5	5.12791
YCR040W	528	501	1.51918	0.0358967
YCR041W	333	306	46.5256	1.79993
YCR042C	4224	4197	5091.44	14.361
YCR043C	384	357	2973	98.585
YCR044C	1074	1047	2423	27.3962
YCR045C	1476	1449	109	0.890517
YCR045W-A	351	324	0	0
YCR046C	510	483	2192	53.7251
YCR047C	828	801	2871.22	42.4344
YCR047W-A	207	180	562.783	37.0128
YCR049C	447	420	618.028	17.4198
YCR048W	1833	1806	3634.28	23.8223
YCR050C	309	282	62.6971	2.63198
YCR051W	669	642	5521	101.804
YCR052W	1452	1425	4879	40.5322
YCR053W	1545	1518	47349	369.252
YCR054C	1692	1665	1726	12.2719
YCR057C	2772	2745	8837	38.1107
YCR059C	777	750	1527	24.1025
YCR060W	336	309	1180	45.2072
YCR061W	1896	1869	6764	42.8428
YCR064C	411	384	102.762	3.16799
YCR063W	474	447	436.238	11.5531
YCR065W	1695	1668	2896	20.5535
YCR066W	1464	1437	448	3.69067
YCR067C	3198	3171	6904.66	25.7769
YCR068W	1563	1536	1036	7.98459
YCR069W	957	930	3364	42.821
YCR071C	441	414	1532	43.8069
YCR072C	1548	1521	5035	39.1881
YCR073C	3996	3969	462	1.37799
YCR073W-A	948	921	3648	46.8899
YCR075C	783	756	697	10.9143
