target_id	length	eff_length	est_counts	tpm
YIL110W	1134	1107	2682	28.6811
YIL109C	2781	2754	20967	90.1273
YIL108W	2091	2064	3323	19.0592
YIL107C	2484	2457	1504	7.24647
YIL106W	945	918	2851	36.7653
YIL105C	2061	2034	3087.65	17.9706
YIL105W-A	141	114	0	0
YIL104C	1524	1497	2129	16.836
YIL103W	1278	1251	2548	24.1116
YIL102C-A	228	201	119	7.00866
YIL102C	306	279	0	0
YIL101C	1944	1917	318	1.96376
YIL100C-A	339	312	0	0
YIL100W	354	327	7	0.253416
YIL099W	1650	1623	23	0.167762
YIL098C	468	441	1108	29.743
YIL097W	1551	1524	449	3.48775
YIL096C	1011	984	1253	15.0744
YIL095W	2433	2406	1763	8.67443
YIL094C	1116	1089	11594	126.034
YIL093C	795	768	1724	26.5742
YIL092W	1902	1875	350	2.20979
YIL091C	2166	2139	5352	29.6203
YIL090W	1476	1449	1530	12.4999
YIL089W	618	591	160	3.20492
YIL088C	1473	1446	2657	21.7524
YIL087C	474	447	649	17.1878
YIL086C	309	282	7	0.293855
YIL085C	1554	1527	1815	14.0709
YIL084C	984	957	1407	17.4047
YIL083C	1098	1071	2775	30.6731
YIL082W	873	846	45.6383	0.638621
YIL082W-A	4497	4470	86.3493	0.228684
YIL079C	1083	1056	1972	22.1069
YIL078W	2205	2178	87409	475.097
YIL077C	963	936	605	7.6518
YIL076W	891	864	8973	122.944
YIL075C	2838	2811	28057	118.158
YIL074C	1410	1383	9843.29	84.2563
YIL073C	2928	2901	77	0.314215
YIL072W	1818	1791	58	0.383369
YIL071W-A	477	450	7.17383	0.188722
YIL071C	1335	1308	368.826	3.33809
YIL070C	801	774	5239	80.1293
YIL069C	408	381	59276.2	1841.79
YIL068W-A	384	357	205.065	6.79996
YIL068C	2418	2391	2483.94	12.2983
YIL067C	2037	2010	904.956	5.32985
YIL066W-A	444	417	313.044	8.88697
YIL066C	2610	2583	476.747	2.18498
YIL065C	468	441	1562	41.9302
YIL064W	774	747	2579	40.871
YIL063C	984	957	5282	65.3387
YIL062C	465	438	7369	199.167
YIL061C	903	876	1023	13.8247
YIL060W	435	408	12.0831	0.350593
YIL059C	366	339	53.0451	1.85238
YIL058W	285	258	21	0.963571
YIL057C	495	468	14	0.354133
YIL056W	1923	1896	1359	8.48526
YIL055C	1884	1857	426	2.7157
YIL054W	318	291	5	0.203405
YIL053W	753	726	108182	1764.02
YIL052C	366	339	81127.2	2833.03
YIL051C	438	411	49724	1432.22
YIL050W	858	831	1483	21.1263
YIL049W	762	735	480	7.73104
YIL048W	3456	3429	3617	12.4872
YIL047C-A	369	342	65.8058	2.27784
YIL047C	2709	2682	3649.19	16.1073
YIL046W-A	165	138	5	0.428919
YIL046W	1923	1896	1509	9.42182
YIL045W	1617	1590	747	5.5617
YIL044C	897	870	3257	44.3182
YIL043C	855	828	12174	174.055
YIL042C	1185	1158	478	4.88656
YIL041W	981	954	17577	218.112
YIL040W	417	390	1310	39.7641
YIL039W	1422	1395	6185	52.4867
YIL038C	2511	2484	8520	40.6043
YIL037C	1971	1944	59	0.359286
YIL036W	1764	1737	3380	23.0357
YIL035C	1119	1092	3930	42.6043
YIL034C	864	837	4600	65.0603
YIL033C	1251	1224	7845	75.8744
YIL032C	357	330	2	0.0717464
YIL031W	3105	3078	952.284	3.66254
YIL030W-A	339	312	22.7161	0.861911
YIL030C	3960	3933	10669.9	32.1159
YIL029W-A	372	345	355.097	12.1846
YIL029C	429	402	6	0.176689
YIL028W	399	372	2	0.063646
YIL027C	426	399	2326	69.0114
YIL026C	3453	3426	3683	12.7262
YIL025C	375	348	9	0.306159
YIL024C	570	543	146	3.183
YIL023C	1041	1014	1443	16.8466
YIL022W	1296	1269	6722	62.7077
YIL021W	957	930	7584.08	96.5393
YIL021C-A	270	243	120.352	5.86316
YIL020C-A	339	312	163.563	6.20606
YIL020C	786	759	2481	38.6963
YIL019W	1041	1014	2285	26.6767
YIL018W	765	738	196232	3147.74
YIL017C	2766	2739	722	3.12054
YIL016W	480	453	2464	64.3912
YIL015W	1764	1737	19757	134.65
YIL014C-A	315	288	275	11.3038
YIL014W	1893	1866	1782	11.3052
YIL013C	4236	4209	199	0.559704
YIL012W	342	315	0	0
YIL011W	810	783	556	8.40615
YIL010W	648	621	3165	60.3346
YIL009C-A	546	519	705	16.0807
YIL009W	2085	2058	2993.86	17.2215
YIL008W	300	273	2963	128.485
YIL007C	663	636	962	17.9061
YIL006W	1122	1095	191	2.06492
YIL005W	2106	2079	5034	28.6644
YIL004C	429	402	1533	45.144
YIL003W	882	855	987	13.6658
YIL002W-A	210	183	2532	163.793
YIL002C	2841	2814	1302	5.47736
YIL001W	1542	1515	790	6.17303
YIR001C	753	726	1696	27.655
YIR002C	2982	2955	1741	6.9747
YIR003W	2040	2013	4760	27.9929
YIR004W	1299	1272	3930	36.5754
YIR005W	447	420	688	19.392
YIR006C	4443	4416	21689.5	58.1439
YIR007W	2295	2268	1369	7.14569
YIR008C	1230	1203	2644	26.0184
YIR009W	336	309	720	27.5841
YIR010W	1731	1704	1369	9.51082
YIR011C	960	933	2167	27.4955
YIR012W	1296	1269	10310	96.1792
YIR013C	366	339	14	0.488891
YIR014W	729	702	301	5.0759
YIR015W	435	408	340	9.86513
YIR016W	798	771	21	0.32244
YIR017C	564	537	416.805	9.18846
YIR017W-A	600	573	60.195	1.24363
YIR018W	738	711	920	15.318
YIR018C-A	138	111	1	0.10665
YIR019C	4104	4077	0	0
YIR020C	303	276	0	0
YIR020W-A	243	216	0	0
YIR020C-B	735	708	167.934	2.80795
YIR021W	1092	1065	617.066	6.85909
YIR021W-A	213	186	4	0.254584
YIR022W	504	477	3137	77.8539
YIR023W	2913	2886	1891.85	7.76021
YIR023C-A	324	297	0	0
YIR024C	651	624	825	15.6514
YIR025W	1107	1080	701	7.68384
YIR026C	1095	1068	3195	35.4147
YIR027C	1383	1356	91	0.794448
YIR028W	1908	1881	76	0.478309
YIR029W	1032	1005	74	0.871665
YIR030C	735	708	587	9.81497
YIR030W-A	384	357	1.83644	0.0608964
YIR031C	1665	1638	72.1636	0.521541
YIR032C	588	561	78	1.64595
YIR033W	3342	3315	6324	22.5836
YIR034C	1122	1095	5249	56.7475
YIR035C	765	738	1647	26.4193
YIR036C	792	765	2419.03	37.4338
YIR036W-A	402	375	125.971	3.97671
YIR037W	492	465	8430	214.614
YIR038C	705	678	2472	43.1621
YIR039C	1614	1587	102.024	0.761044
YIR040C	333	306	0	0
YIR041W	375	348	0	0
YIR042C	711	684	13	0.224994
Q0010	387	360	0	0
Q0017	162	135	0	0
Q0032	291	264	0	0
Q0050	2505	2478	20.6002	0.0984133
Q0055	2565	2538	9.32557	0.0434979
Q0060	1248	1221	1.13055	0.0109612
Q0065	1671	1644	11.2406	0.0809418
Q0070	1893	1866	3.79585	0.0240814
Q0045	1605	1578	74.9072	0.561954
Q0075	1065	1038	0	0
Q0080	147	120	8	0.78921
Q0085	780	753	81	1.27343
Q0092	141	114	0	0
Q0110	1272	1245	3.56249	0.0338742
Q0115	1554	1527	4.88786	0.0378934
Q0120	1917	1890	7.09002	0.0444089
Q0105	1158	1131	121.46	1.27132
Q0130	231	204	140	8.12422
Q0140	1197	1170	16.0104	0.161994
Q0142	177	150	1	0.078921
Q0143	153	126	0	0
Q0144	330	303	0	0
Q0160	708	681	0	0
Q0182	405	378	4	0.125271
Q0250	756	729	73	1.18544
Q0255	1419	1392	0	0
Q0275	810	783	97	1.46654
Q0297	156	129	0	0
YEL077C	3834	3807	9.94423	0.0309223
YEL077W-A	483	456	0	0
YEL076C-A	651	624	0	0
YEL076C	651	624	0	0
YEL075W-A	612	585	27.9508	0.565617
YEL075C	369	342	0	0
YEL074W	339	312	6	0.227657
YEL073C	324	297	31	1.23563
YEL072W	696	669	79	1.39793
YEL071W	1491	1464	34394	278.116
YEL070W	1509	1482	21.3529	0.170566
YEL069C	1695	1668	0	0
YEL068C	333	306	743	28.7443
YEL067C	588	561	14.0853	0.297227
YEL066W	540	513	2063.91	47.6276
YEL065W	1887	1860	10543	67.102
YEL064C	1443	1416	555	4.63995
YEL063C	1773	1746	6060	41.0878
YEL062W	1848	1821	791	5.14222
YEL061C	3003	2976	2385	9.48723
YEL060C	1908	1881	9681	60.9278
YEL059C-A	225	198	177	10.5826
YEL059W	309	282	0	0
YEL058W	1674	1647	8856	63.6543
YEL057C	702	675	63	1.10489
YEL056W	1206	1179	2386	23.9575
YEL055C	3069	3042	12150	47.2826
YEL054C	498	471	53566.6	1346.35
YEL053W-A	348	321	22044.9	812.995
YEL053C	2202	2175	1501	8.16969
YEL052W	1530	1503	2282	17.9738
YEL051W	771	744	17707	281.745
YEL050W-A	192	165	70.6465	5.06863
YEL050C	1182	1155	2156.35	22.1015
YEL049W	363	336	14.913	0.525422
YEL048C	459	432	729	19.9769
YEL047C	1413	1386	10376	88.6239
YEL046C	1164	1137	32139	334.623
YEL045C	426	399	100	2.96696
YEL044W	501	474	2292	57.2427
YEL043W	2871	2844	2154	8.96603
YEL042W	1557	1530	11860	91.765
YEL041W	1488	1461	353	2.86028
YEL040W	1404	1377	22566.5	194.005
YEL039C	342	315	320.494	12.0446
YEL038W	684	657	3014	54.3078
YEL037C	1197	1170	15123	153.016
YEL036C	1503	1476	4158.7	33.3546
YEL035C	501	474	2	0.04995
YEL034C-A	603	576	38931.3	800.131
YEL034W	474	447	160490	4250.35
YEL033W	420	393	30.5811	0.921179
YEL032W	2916	2889	5485.32	22.477
YEL032C-A	162	135	304.676	26.7171
YEL031W	3648	3621	35057	114.612
YEL030C-A	315	288	0	0
YEL030W	1935	1908	121.005	0.750772
YEL029C	939	912	900	11.6824
YEL028W	462	435	11	0.299356
YEL027W	483	456	41517	1077.82
YEL026W	381	354	17575	587.728
YEL025C	3567	3540	988	3.30398
YEL024W	648	621	2975	56.7126
YEL023C	2049	2022	10	0.0585468
YEL022W	4380	4353	8796	23.9211
YEL021W	804	777	3	0.0457072
YEL020C-B	198	171	260.46	18.0314
YEL020W-A	264	237	2200.54	109.917
YEL020C	1683	1656	738	5.2757
YEL019C	804	777	410	6.24665
YEL018C-A	534	507	143.249	3.34478
YEL018W	840	813	1024.75	14.9215
YEL017C-A	132	105	25120.2	2832.16
YEL017W	1014	987	2915	34.9627
YEL016C	1482	1455	595	4.84103
YEL015W	1656	1629	5505	40.0056
YEL014C	306	279	3	0.127292
YEL013W	1737	1710	8954	61.9876
YEL012W	657	630	1215	22.8307
YEL011W	2115	2088	1373	7.78438
YEL010W	351	324	29.6155	1.08208
YEL009C-A	408	381	2.38449	0.0740892
YEL009C	846	819	1119	16.1745
YEL008W	381	354	20.8958	0.69878
YEL008C-A	93	66	9.10417	1.63298
YEL007W	2001	1974	5412.05	32.4563
YEL006W	1008	981	874	10.5469
YEL005C	849	822	308	4.43571
YEL004W	1029	1002	735	8.68368
YEL003W	336	309	3430	131.407
YEL002C	1293	1266	15052	140.749
YEL001C	678	651	9239	168.007
YER001W	2289	2262	5813	30.4223
YER002W	696	669	6707	118.682
YER003C	1290	1263	25726	241.131
YER004W	696	669	5567	98.5097
YER005W	1893	1866	1598	10.1379
YER006W	1563	1536	15626	120.432
YER006C-A	318	291	30.1519	1.22661
YER007W	1557	1530	519.848	4.02225
YER007C-A	546	519	7917	180.583
YER008C	4011	3984	4383	13.0238
YER009W	378	351	19369	653.257
YER010C	705	678	1190	20.7779
YER011W	765	738	4710.06	75.5534
YER012W	597	570	9744	202.37
YER013W	3438	3411	2300	7.98234
YER014W	1620	1593	1958	14.5506
YER014C-A	462	435	0	0
YER015W	2235	2208	225	1.20633
YER016W	1035	1008	2861	33.6002
YER017C	2286	2259	3181	16.6698
YER018C	666	639	613	11.3565
YER019W	1434	1407	2525	21.2447
YER019C-A	267	240	9391	463.217
YER020W	1350	1323	2467	22.0746
YER021W	1572	1545	12059	92.3989
YER022W	2064	2037	2727	15.8481
YER023W	861	834	20158.9	286.144
YER023C-A	213	186	1338.14	85.1672
YER024W	2772	2745	155	0.668457
YER025W	1584	1557	37145	282.42
YER026C	831	804	9082	133.724
YER027C	1254	1227	6317	60.9467
YER028C	1185	1158	666	6.80847
YER029C	591	564	2017	42.3361
YER030W	462	435	6715	182.743
YER031C	672	645	8298	152.299
YER032W	2631	2604	1884	8.56493
YER033C	3231	3204	1023.63	3.78212
YER034W	558	531	1305	29.0938
YER035W	438	411	1456	41.9376
YER036C	1833	1806	38126	249.912
YER037W	966	939	1451	18.293
YER038C	1395	1368	344	2.97685
YER038W-A	381	354	13.0407	0.436094
YER039C	750	723	1.95935	0.0320817
YER039C-A	219	192	70	4.31599
YER040W	2193	2166	1349	7.37289
YER041W	2280	2253	248	1.30309
YER042W	555	528	4607	103.292
YER043C	1350	1323	101487	908.102
YER044C	447	420	2044	57.6124
YER044C-A	1227	1200	23	0.226898
YER045C	1470	1443	395	3.24052
YER046W	432	405	180	5.2614
YER046W-A	330	303	41.588	1.62484
YER047C	2694	2667	1521.41	6.75317
YER048C	1176	1149	11542	118.917
YER048W-A	285	258	3035	139.259
YER049W	1935	1908	12334	76.5261
YER050C	417	390	2465	74.8232
YER051W	1479	1452	610	4.97333
YER052C	1584	1557	9762	74.2223
YER053C	903	876	994	13.4328
YER053C-A	114	87	118	16.0563
YER054C	1647	1620	112	0.81844
YER055C	894	867	17545	239.562
YER056C	1602	1575	18364.3	138.031
YER056C-A	366	339	59100.8	2063.85
YER057C	390	363	7751	252.776
YER058W	324	297	700	27.9014
YER059W	1263	1236	1804	17.2783
YER060W	1587	1560	863.369	6.55173
YER060W-A	1593	1566	45.3587	0.342889
YER061C	1329	1302	1146	10.4198
YER062C	753	726	8570	139.742
YER063W	657	630	5451	102.428
YER064C	1518	1491	8315	66.019
YER065C	1674	1647	99	0.711583
YER066W	558	531	0	0
YER066C-A	501	474	275.233	6.87395
YER067W	486	459	1088.8	28.0814
YER067C-A	324	297	464.971	18.5333
YER068W	1764	1737	5236	35.6848
YER068C-A	432	405	103.932	3.03793
YER069W	2592	2565	1911.07	8.82009
YER070W	2667	2640	32137.3	144.108
YER071C	381	354	939	31.4012
YER072W	390	363	37655	1228
YER073W	1563	1536	11068	85.3025
YER074W	408	381	136398	4238.05
YER074W-A	258	231	2476	126.889
YER075C	2787	2760	1659.62	7.11842
YER076C	909	882	262.895	3.52856
YER076W-A	348	321	46.1049	1.7003
YER077C	2067	2040	1117	6.48197
YER078C	1536	1509	1332	10.4496
YER078W-A	165	138	0	0
YER079W	633	606	1217	23.774
YER079C-A	339	312	1613.24	61.2109
YER080W	1884	1857	7997.76	50.9848
YER081W	1410	1383	855.706	7.32465
YER082C	1665	1638	5341	38.6005
YER083C	858	831	4436	63.1938
YER084W	387	360	14	0.460373
YER084W-A	513	486	0	0
YER085C	522	495	9	0.215239
YER086W	1731	1704	13813	95.9627
YER087W	1731	1704	1570.9	10.9135
YER087C-A	552	525	127.097	2.8659
YER087C-B	249	222	6069	323.63
YER088C	2013	1986	4657	27.7595
YER088C-A	324	297	15.4409	0.615462
YER088W-B	147	120	276.057	27.2333
YER089C	1395	1368	6480.5	56.0798
YER090W	1524	1497	18177	143.742
YER090C-A	90	63	201.038	37.7764
YER091C	2304	2277	85327	443.616
YER091C-A	222	195	4	0.242834
YER092W	378	351	1950	65.7675
YER093C	4293	4266	1436	3.9849
YER093C-A	414	387	493	15.0806
YER094C	618	591	8233	164.913
YER095W	1203	1176	3388	34.1052
YER096W	1539	1512	75	0.58721
YER097W	330	303	9	0.351628
YER098W	2265	2238	457	2.41735
YER099C	957	930	3691	46.9835
YER100W	753	726	6159	100.429
YER101C	1293	1266	1051	9.82773
YER102W	603	576	110141	2263.66
YER103W	1929	1902	2379	14.807
YER104W	627	600	676	13.3377
YER105C	4176	4149	8327	23.7591
YER106W	909	882	14	0.187907
YER107C	1098	1071	3418.98	37.7912
YER107W-A	321	294	195.021	7.85269
YER109C	2400	2373	544.64	2.71704
YER110C	3342	3315	75387	269.214
YER111C	3282	3255	2599	9.45234
YER112W	564	537	4448	98.0561
YER113C	2121	2094	2155	12.183
YER114C	3123	3096	6667	25.4926
YER115C	576	549	184	3.96761
YER116C	825	798	742	11.0074
YER117W	414	387	97526.3	2983.29
YER118C	1104	1077	3262	35.8552
YER119C	1347	1320	2148	19.2639
YER119C-A	372	345	309.66	10.6255
YER120W	735	708	25103.3	419.742
YER121W	345	318	71	2.64311
YER122C	1482	1455	14108	114.785
YER123W	1575	1548	2403	18.3767
YER124C	1722	1695	14491	101.207
YER125W	2430	2403	16003	78.8373
YER126C	786	759	8962	139.781
YER127W	1074	1047	3782	42.7621
YER128W	612	585	524	10.6037
YER129W	3429	3402	1562	5.43539
YER130C	1332	1305	1799	16.3194
YER131W	360	333	49631.4	1764.4
YER132C	5262	5235	1498	3.3875
YER133W	939	912	16467	213.749
YER133W-A	342	315	317.441	11.9299
YER134C	537	510	1337.56	31.0475
YER135C	393	366	20	0.646894
YER136W	1356	1329	16905	150.582
YER137C	447	420	281.817	7.94331
YER137W-A	306	279	75.1832	3.19007
YER138C	5268	5241	79433	179.42
YER137C-A	1323	1296	15339.6	140.118
YER138W-A	105	78	49.2759	7.47866
YER139C	681	654	873	15.8023
YER140W	1671	1644	885	6.37273
YER141W	1461	1434	5049	41.6812
YER142C	891	864	896	12.2766
YER143W	1287	1260	3778	35.4957
YER144C	2418	2391	1142	5.65419
YER145C	1215	1188	16701	166.422
YER145C-A	438	411	471.624	13.5843
YER146W	282	255	3526.38	163.709
YER147C	1875	1848	944	6.0472
YER147C-A	411	384	1906.08	58.7616
YER148W	723	696	5120.92	87.101
YER148W-A	579	552	86.0352	1.8451
YER149C	1263	1236	1495.96	14.328
YER150W	447	420	405	11.4154
YER151C	2739	2712	8349	36.4442
YER152C	1332	1305	1713.18	15.5409
YER152W-A	567	540	779.821	17.0956
YER153C	765	738	296	4.74809
YER154W	1209	1182	2080	20.8319
YER155C	6504	6477	11912	21.7718
YER156C	1017	990	8062	96.4032
YER157W	2406	2379	2281	11.3505
YER158C	1722	1695	351	2.45144
YER158W-A	216	189	219.787	13.7666
YER159C	429	402	1867.21	54.9859
YER160C	5268	5241	6830.25	15.4279
YER159C-A	1323	1296	2918.39	26.6577
YER161C	1002	975	1991	24.1741
YER162C	2265	2238	936	4.95108
YER163C	699	672	1430	25.1913
YER164W	4407	4380	10161	27.4629
YER165W	1734	1707	110818	768.53
YER165C-A	357	330	488.509	17.5244
YER166W	4716	4689	7289.49	18.4035
YER167W	2556	2529	1734	8.11679
YER168C	1641	1614	3469	25.444
YER169W	2391	2364	1405	7.03579
YER170W	678	651	908	16.5116
YER171W	2337	2310	2754	14.1135
YER172C	6492	6465	6122	11.2101
YER172C-A	381	354	102.493	3.42747
YER173W	1980	1953	324.507	1.96701
YER174C	735	708	1748	29.2275
YER175C	900	873	841	11.4042
YER175W-A	165	138	5	0.428919
YER176W	3366	3339	4388	15.5573
YER177W	804	777	68656.9	1046.04
YER178W	1263	1236	50985	488.324
YER179W	1005	978	121	1.46464
YER180C	804	777	6	0.0914143
YER180C-A	258	231	601	30.7997
YER181C	324	297	0	0
YER182W	735	708	1311	21.9207
YER183C	636	609	1861	36.1754
YER184C	2385	2358	158	0.793227
YER185W	912	885	33	0.441423
YER186C	921	894	20	0.264836
YER187W	426	399	4	0.118678
YER188W	720	693	62	1.05911
YER188C-A	300	273	0	0
YER189W	369	342	0	0
YER190W	5046	5019	54.3897	0.128287
YER190C-A	576	549	0	0
YER190C-B	483	456	0	0
YFL068W	483	456	0	0
YFL067W	528	501	0	0
YFL066C	1179	1152	16.1545	0.166006
YFL065C	309	282	0	0
YFL064C	525	498	0	0
YFL063W	456	429	0	0
YFL062W	1140	1113	21.7163	0.23098
YFL061W	678	651	9.5	0.172753
YFL060C	669	642	61.1429	1.12744
YFL059W	897	870	382.933	5.2106
YFL058W	1023	996	10.1335	0.120444
YFL057C	459	432	4.2934	0.117653
YFL056C	639	612	10.2061	0.19742
YFL055W	1677	1650	89	0.638543
YFL054C	1941	1914	341	2.1091
YFL053W	1776	1749	25	0.169213
YFL052W	1398	1371	53	0.457638
YFL051C	483	456	0	0
YFL050C	2577	2550	3.02711	0.0140531
YFL049W	1872	1845	1920	12.3194
YFL048C	1338	1311	9270	83.7069
YFL047W	2145	2118	2793	15.6109
YFL046W	624	597	1231	24.41
YFL045C	765	738	44543	714.508
YFL044C	906	879	2373	31.959
YFL042C	2025	1998	1987	11.773
YFL041W-A	192	165	0	0
YFL041W	1869	1842	5397	34.6854
YFL040W	1623	1596	53	0.393122
YFL039C	1128	1101	181783	1954.56
YFL038C	621	594	19713	392.871
YFL037W	1374	1347	30893	271.504
YFL036W	4056	4029	4823	14.1711
YFL034C-B	864	837	1985	28.075
YFL034C-A	369	342	8798	304.538
YFL034W	3222	3195	2227	8.25151
YFL033C	5313	5286	2071.29	4.63872
YFL032W	321	294	1	0.0402658
YFL031W	717	690	594	10.1911
YFL031C-A	102	75	0	0
YFL030W	1158	1131	85	0.889693
YFL029C	1107	1080	1083	11.871
YFL028C	870	843	2202	30.9224
YFL027C	1494	1467	702	5.66488
YFL026W	1296	1269	19971	186.304
YFL025C	3090	3063	1817	7.0225
YFL024C	2499	2472	1665.12	7.97411
YFL023W	2391	2364	4113	20.5966
YFL022C	1512	1485	30697	244.711
YFL021C-A	855	828	42.9995	0.614776
YFL021W	1533	1506	1405	11.0442
YFL020C	369	342	76.466	2.64683
YFL019C	354	327	2	0.0724046
YFL018C	1500	1473	24203	194.514
YFL017W-A	234	207	1702	97.3359
YFL017C	480	453	1655	43.2498
YFL016C	1536	1509	4342	34.0631
YFL015W-A	318	291	0	0
YFL015C	495	468	4	0.101181
YFL014W	330	303	1086	42.4298
YFL013W-A	804	777	293.676	4.47436
YFL013C	2079	2052	2927.17	16.8871
YFL012W-A	375	348	89.1516	3.03273
YFL012W	447	420	23	0.64828
YFL011W	1641	1614	17	0.124689
YFL010W-A	285	258	981.708	45.045
YFL010C	636	609	16528.3	321.288
YFL009W	2340	2313	3581	18.3279
YFL008W	3678	3651	5413	17.5513
YFL007W	6432	6405	10941	20.2219
YFL005W	648	621	12110	230.854
YFL004W	2487	2460	24985	120.234
YFL003C	2637	2610	59	0.267606
YFL002W-B	1317	1290	2248.02	20.6298
YFL002W-A	5313	5286	3312.41	7.41824
YFL002C	1821	1794	2889	19.0638
YFL001W	1329	1302	1723	15.666
YFR001W	615	588	3687	74.2301
YFR002W	2520	2493	6775	32.1715
YFR003C	468	441	2345	62.9489
YFR004W	921	894	10889	144.19
YFR005C	1347	1320	1639	14.699
YFR006W	1608	1581	8938	66.9256
YFR007W	1062	1035	908	10.3856
YFR008W	666	639	788.814	14.6136
YFR009W	2259	2232	20020	106.183
YFR009W-A	258	231	0	0
YFR010W	1500	1473	10892	87.5364
YFR010W-A	189	162	255.293	18.6555
YFR011C	513	486	2388.71	58.1849
YFR012W	609	582	29	0.589874
YFR012W-A	87	60	0	0
YFR013W	2364	2337	2702	13.6871
YFR014C	1341	1314	2036	18.3428
YFR015C	2127	2100	1661	9.36342
YFR016C	3702	3675	6847.76	22.0584
YFR017C	588	561	352	7.42786
YFR018C	1092	1065	1539	17.107
YFR019W	6837	6810	3475.18	6.04108
YFR020W	699	672	150	2.64245
YFR021W	1503	1476	1873	15.0223
YFR022W	2202	2175	232	1.26274
YFR023W	1836	1809	40	0.261761
YFR024C-A	1380	1353	13263	116.045
YFR025C	1008	981	2250	27.1517
YFR026C	510	483	4	0.0980385
YFR027W	846	819	660	9.53991
YFR028C	1656	1629	3872	28.1383
YFR029W	2037	2010	827	4.87072
YFR030W	3108	3081	3476	13.3559
YFR031C	3513	3486	1860	6.3164
YFR031C-A	765	738	128691	2064.31
YFR032C	870	843	22	0.308944
YFR032C-A	180	153	74092	5732.76
YFR032C-B	264	237	32	1.5984
YFR033C	444	417	2060	58.4811
YFR034C	939	912	3205	41.6023
YFR034W-A	288	261	1.34771	0.0611281
YFR035C	345	318	418.652	15.5851
YFR036W	375	348	973.807	33.1266
YFR036W-A	651	624	280.239	5.31652
YFR037C	1674	1647	10573.8	76.0011
YFR038W	2562	2535	2326	10.8621
YFR039C	1533	1506	1992	15.6584
YFR040W	3009	2982	4449	17.662
YFR041C	888	861	2145	29.4923
YFR042W	603	576	1087	22.3404
YFR043C	714	687	721	12.424
YFR044C	1446	1419	32200	268.632
YFR045W	930	903	745	9.76681
YFR046C	1086	1059	447	4.99684
YFR047C	888	861	5380	73.9713
YFR048W	1989	1962	1443	8.70666
YFR049W	372	345	2620	89.9014
YFR050C	801	774	11708	179.071
YFR051C	1641	1614	12110	88.8228
YFR052W	825	798	8658	128.44
YFR052C-A	306	279	1164.88	49.4266
YFR053C	1458	1431	32597.1	269.664
YFR054C	579	552	3	0.0643378
YFR056C	369	342	256.269	8.87061
YFR055W	1023	996	4685.73	55.6932
YFR057W	456	429	0	0
YGL263W	1143	1116	46	0.487953
YGL262W	528	501	0	0
YGL261C	363	336	0	0
YGL260W	231	204	0	0
YGL259W	498	471	4.97598	0.125067
YGL258W-A	234	207	0	0
YGL258W	621	594	11	0.219225
YGL257C	1677	1650	1293	9.27681
YGL256W	1149	1122	602	6.35167
YGL255W	1131	1104	451	4.83606
YGL254W	900	873	991	13.4383
YGL253W	1461	1434	144257	1190.89
YGL252C	1767	1740	4684	31.8678
YGL251C	3564	3537	201	0.672737
YGL250W	726	699	430	7.28241
YGL249W	2115	2088	55	0.311829
YGL248W	1110	1083	1189	12.9968
YGL247W	594	567	396	8.26792
YGL246C	1164	1137	2214	23.0516
YGL245W	2127	2100	86470	487.45
YGL244W	1677	1650	9724	69.7662
YGL243W	1203	1176	491	4.94263
YGL242C	546	519	5018	114.458
YGL241W	3015	2988	3375	13.3714
YGL240W	753	726	396	6.45718
YGL239C	315	288	111.492	4.58286
YGL238W	2883	2856	10625.5	44.0429
YGL237C	798	771	1172.5	18.0029
YGL236C	2010	1983	815.548	4.86868
YGL235W	537	510	79.4521	1.84425
YGL234W	2409	2382	50210	249.536
YGL233W	2733	2706	3057	13.3737
YGL232W	870	843	4635	65.0888
YGL231C	573	546	4019	87.1384
YGL230C	444	417	76	2.15755
YGL229C	2457	2430	509	2.47968
YGL228W	1734	1707	8830	61.2366
YGL227W	2877	2850	2049.38	8.5126
YGL226C-A	261	234	2319	117.319
YGL226W	372	345	963	33.0439
YGL225W	1014	987	14541	174.406
YGL224C	843	816	1203	17.4526
YGL223C	1254	1227	1480	14.2791
YGL222C	528	501	1332	31.4739
YGL221C	867	840	6825	96.185
YGL220W	363	336	3194	112.533
YGL219C	1380	1353	1260.23	11.0265
YGL218W	651	624	565.767	10.7334
YGL217C	342	315	102.043	3.83494
YGL216W	2418	2391	1721.96	8.52563
YGL215W	1359	1332	1773	15.7575
YGL214W	486	459	269.173	6.94229
YGL213C	1194	1167	4013.83	40.7166
YGL212W	951	924	1461	18.7181
YGL211W	1080	1053	1407	15.8179
YGL210W	669	642	2037	37.5612
YGL209W	1149	1122	2091	22.062
YGL208W	1248	1221	999	9.68576
YGL207W	3108	3081	26357	101.272
YGL206C	4962	4935	83168	199.505
YGL205W	2247	2220	38	0.202635
YGL204C	306	279	600	25.4584
YGL203C	2190	2163	7130	39.0227
YGL202W	1503	1476	32214	258.37
YGL201C	3054	3027	6420.7	25.1104
YGL200C	612	585	13266	268.453
YGL199C	471	444	1274.32	33.9767
YGL198W	708	681	1663.68	28.9205
YGL197W	4464	4437	3698	9.86646
YGL196W	1287	1260	2435	22.8777
YGL195W	8019	7992	69714	103.264
YGL194C-A	243	216	361	19.7851
YGL194C	1359	1332	1960	17.4195
YGL193C	312	285	2	0.0830748
YGL192W	1803	1776	28	0.186638
YGL191W	390	363	4571	149.069
