ENSG,Degradation_rates
YOL083W,0.00162536
YNR008W,0.00162332
YOR103C,0.00162329
YPR115W,0.00162294
YJL081C,0.00162236
YHR081W,0.00162189
YMR266W,0.00162182
YPL112C,0.00162180
YPR086W,0.00161979
YGR255C,0.00161803
YJR124C,0.00161771
YFL044C,0.00161734
YML117W,0.00161706
YKL014C,0.00161693
YKL143W,0.00161590
YEL046C,0.00161431
YDR337W,0.00161403
YDR272W,0.00161324
YJL033W,0.00161305
YOL033W,0.00161251
YDR288W,0.00161187
YOR150W,0.00161176
YER006W,0.00161072
YDL063C,0.00161063
YBL035C,0.00160717
YML052W,0.00160604
YKR036C,0.00160597
YFL048C,0.00160273
YNL317W,0.00160258
YLR245C,0.00160215
YAL058W,0.00160159
YDR237W,0.00160053
YMR111C,0.00160025
YPR107C,0.00159843
YDL153C,0.00159834
YPL059W,0.00159829
YPR062W,0.00159715
YMR284W,0.00159681
YNR003C,0.00159646
YNL088W,0.00159635
YML080W,0.00159542
YMR123W,0.00159462
YDR298C,0.00159386
YIL107C,0.00159195
YOR179C,0.00159185
YPL228W,0.00159152
YBR029C,0.00159039
YDL076C,0.00158836
YPR033C,0.00158813
YKL059C,0.00158760
YDR391C,0.00158472
YNL251C,0.00158449
YLR348C,0.00158388
YMR102C,0.00158360
YNL320W,0.00158345
YBR006W,0.00158313
YCR004C,0.00158149
YMR231W,0.00158095
YGL064C,0.00157985
YJL126W,0.00157898
YMR135C,0.00157700
YER058W,0.00157667
YPR083W,0.00157614
YGL095C,0.00157554
YGR057C,0.00157457
YER034W,0.00157444
YCL044C,0.00157408
YGR033C,0.00157404
YJL112W,0.00157392
YAL019W,0.00157365
YJR063W,0.00157236
YGR047C,0.00157200
YHR154W,0.00157152
YLR015W,0.00157142
YIL044C,0.00157134
YJL201W,0.00157029
YOL158C,0.00157018
YGR186W,0.00157012
YPR186C,0.00157011
YPL110C,0.00156994
YGR275W,0.00156960
YOR371C,0.00156942
YNL280C,0.00156897
YGR126W,0.00156886
YLR455W,0.00156681
YGR287C,0.00156600
YDR228C,0.00156454
YNL183C,0.00156348
YPR101W,0.00156333
YMR134W,0.00156237
YAL041W,0.00156223
YLR045C,0.00156178
YCL024W,0.00156148
YPL141C,0.00156098
YLR175W,0.00156068
YHR037W,0.00156048
YDR028C,0.00156007
YGL197W,0.00155917
YBR010W;YNL031C,0.00155832
YER047C,0.00155826
YDR503C,0.00155802
YOL005C,0.00155759
YNL119W,0.00155723
YJR024C,0.00155692
YFL002C,0.00155618
YKL166C,0.00155617
YMR216C,0.00155567
YMR290C,0.00155557
YML010W,0.00155509
YLR424W,0.00155470
YGR075C,0.00155296
YKL100C,0.00155272
YOR212W,0.00155242
YLR203C,0.00155224
YLR244C,0.00155222
YDR056C,0.00155194
YBL051C,0.00155145
YLR362W,0.00155098
YOL065C,0.00155065
YKL168C,0.00155007
YLR309C,0.00154988
YDL203C,0.00154958
YDR409W,0.00154854
YNL273W,0.00154835
YJL044C,0.00154792
YGR229C,0.00154735
YHR011W,0.00154721
YKR056W,0.00154717
YKL079W,0.00154651
YNL261W,0.00154647
YER078C,0.00154632
YDR036C,0.00154609
YML015C,0.00154593
YDR468C,0.00154577
YDL087C,0.00154514
YMR197C,0.00154405
YER067W,0.00154295
YHR159W,0.00154220
YAL042W,0.00154179
YMR212C,0.00154163
YBR136W,0.00154159
YNL022C,0.00154135
YCL001W,0.00154103
YDR443C,0.00154087
YOR090C,0.00154067
YKL058W,0.00154033
YNL112W,0.00154026
YML096W,0.00154004
YJR066W,0.00153895
YDR083W,0.00153880
YER091C,0.00153792
YCL014W,0.00153784
YDL159W,0.00153619
YMR022W,0.00153596
YJL084C,0.00153561
YOR164C,0.00153503
YOL102C,0.00153480
YBR049C,0.00153412
YHR017W,0.00153340
YOL018C,0.00153264
YIL129C,0.00153209
YER172C,0.00153166
YHR053C;YHR055C,0.00153152
YNL271C,0.00153104
YGR157W,0.00153099
YIL104C,0.00153083
YFL010C,0.00153069
YIL097W,0.00153023
YMR237W,0.00153021
YDR173C,0.00153020
YGR013W,0.00152986
YKL197C,0.00152976
YLR008C,0.00152885
YJR010C-A,0.00152810
YGR266W,0.00152799
YAR002W,0.00152721
YLR166C,0.00152662
YJR133W,0.00152511
YDR513W,0.00152455
YGR120C,0.00152443
YJR080C,0.00152428
YFL027C,0.00152419
YJL002C,0.00152364
YBL011W,0.00152305
YKL214C,0.00152299
YKL150W,0.00152128
YBL100W-B;YDR210W-B;YFL002W-A;YGR161W-B;YOR192C-B,0.00152060
YDR179C,0.00152043
YNL265C,0.00152037
YHR083W,0.00152027
YBR215W,0.00152007
YML062C,0.00151968
YNL139C,0.00151878
YGR009C,0.00151802
YGR257C,0.00151755
YBL101C,0.00151673
YOR035C,0.00151601
YLR063W,0.00151566
YDL031W,0.00151305
YCR019W,0.00151300
YLL008W,0.00151272
YFR041C,0.00151270
YPL198W,0.00151262
YBR046C,0.00151237
YHR102W,0.00151185
YNL154C,0.00151181
YOL089C,0.00151180
YGR207C,0.00151178
YGR252W,0.00151154
YMR140W,0.00151141
YJL131C,0.00151097
YPR128C,0.00150999
YLR260W,0.00150959
YDL115C,0.00150952
YPL219W,0.00150920
YBR227C,0.00150881
YER027C,0.00150824
YDL237W,0.00150822
YJR086W,0.00150768
YJR138W,0.00150714
YJR125C,0.00150658
YBR003W,0.00150604
YDR183W,0.00150554
YBR177C,0.00150454
YOL072W,0.00150437
YOR354C,0.00150426
YDL089W,0.00150418
YOR217W,0.00150368
YLR277C,0.00150347
YBR089C-A,0.00150310
YDR334W,0.00150308
YJL172W,0.00150254
YNL252C,0.00150240
YNL175C,0.00150209
YKL010C,0.00150178
YGR205W,0.00150098
YOR347C,0.00150060
YNL250W,0.00150016
YKR003W,0.00150007
YBL103C,0.00149966
YKR083C,0.00149938
YDR316W,0.00149859
YKR035W-A,0.00149845
YOR245C;YPR093C,0.00149811
YGR169C-A,0.00149794
YOL053W,0.00149739
YER007W,0.00149667
YDL072C,0.00149588
YMR060C,0.00149547
YOR267C,0.00149505
YNL051W,0.00149473
YBR273C,0.00149464
YFL046W,0.00149448
YMR089C,0.00149360
YDR353W,0.00149357
YDR097C,0.00149343
YNL168C,0.00149327
YLR116W,0.00149305
YDR110W,0.00149272
YML108W,0.00149217
YJL026W,0.00149102
YOR317W,0.00149050
YPR008W,0.00149008
YER125W,0.00148984
YHR008C,0.00148956
YNL131W,0.00148777
YJL039C,0.00148733
YDL164C,0.00148722
YBR251W,0.00148636
YPR067W,0.00148628
YDL056W,0.00148624
YPL153C,0.00148548
YGL101W,0.00148531
YAL015C,0.00148435
YMR283C,0.00148360
YDR266C,0.00148287
YOR106W,0.00148239
YDR177W,0.00148208
YJR054W,0.00148194
YGL223C,0.00148179
YMR293C,0.00148167
YEL062W,0.00148163
YDL150W,0.00148162
YBR200W,0.00147965
YBR102C,0.00147963
YFL047W,0.00147947
YPL151C,0.00147862
YLR276C,0.00147772
YNL035C,0.00147726
YDR466W,0.00147560
YML039W,0.00147547
YNL229C,0.00147525
YKR060W,0.00147524
YJL184W,0.00147476
YDR202C,0.00147364
YDR499W,0.00147361
YKL040C,0.00147334
YDL213C,0.00147330
YKL151C,0.00147324
YJL130C,0.00147237
YEL066W,0.00147237
YMR054W,0.00147206
YEL001C,0.00147187
YKR066C,0.00147134
YIL126W,0.00147055
YNL136W,0.00147052
YJR077C,0.00147047
YJR042W,0.00146997
YLR026C,0.00146884
YHR065C,0.00146763
YLR360W,0.00146643
YDR457W,0.00146616
YFR030W,0.00146596
YNL127W,0.00146586
YJL192C,0.00146522
YJL082W,0.00146469
YCL034W,0.00146441
YLR052W,0.00146434
YNR006W,0.00146434
YJL176C,0.00146417
YMR115W,0.00146380
YGR220C,0.00146292
YDR140W,0.00146285
YKR070W,0.00146284
YPL199C,0.00146218
YLR274W,0.00146203
YLR229C,0.00146186
YOR056C,0.00146185
YKL190W,0.00146164
YOL135C,0.00146160
YNL152W,0.00146125
YMR259C,0.00146094
YBL055C,0.00146072
YKL122C,0.00145973
YMR044W,0.00145972
YNR054C,0.00145944
YKR095W;YOR237W,0.00145936
YCR016W,0.00145797
YJR074W,0.00145741
YDR363W-A,0.00145668
YKR016W,0.00145661
YFL023W,0.00145614
YKL205W,0.00145576
YMR074C,0.00145567
YKL077W,0.00145437
YIL009W,0.00145310
YBR060C,0.00145308
YLR359W,0.00145298
YHR143W-A,0.00145268
YDR198C,0.00145212
YDR416W,0.00145134
YPL126W,0.00145024
YHR072W-A,0.00144982
YOR272W,0.00144948
YIL124W,0.00144920
YER082C,0.00144911
YMR026C,0.00144891
YFL024C,0.00144795
YNR047W,0.00144778
YNL062C,0.00144775
YPL154C,0.00144721
YNL256W,0.00144708
YJR051W,0.00144589
YNL248C,0.00144573
YOR294W,0.00144511
YLR144C,0.00144503
YGR173W,0.00144481
YDR084C,0.00144427
YOR045W,0.00144347
YDL065C,0.00144335
YOL081W,0.00144310
YPR162C,0.00144298
YBR214W,0.00144284
YDR201W,0.00144248
YPR056W,0.00144217
YPR017C,0.00144209
YOR048C,0.00144177
YIL096C,0.00144132
YHR016C,0.00144131
YMR067C,0.00144015
YKR024C,0.00143993
YHR146W,0.00143892
YNL312W,0.00143841
YPL196W,0.00143817
YOR280C,0.00143796
YCL045C,0.00143788
YCR036W,0.00143677
YNL161W,0.00143626
YDR439W,0.00143618
YLR006C,0.00143596
YLR421C,0.00143571
YDR120C,0.00143479
YNL307C,0.00143428
YDL209C,0.00143422
YDR206W,0.00143367
YGR156W,0.00143313
YML110C,0.00143300
YPR072W,0.00143270
YLR218C,0.00143239
YJL073W,0.00143197
YHR001W,0.00143114
YNR052C,0.00143112
YKR002W,0.00143094
YHR148W,0.00143094
YDL074C,0.00143094
YBL082C,0.00143089
YBR039W,0.00143063
YDL129W,0.00143061
YKL033W,0.00143048
YOR125C,0.00143025
YLR090W,0.00143010
YER043C,0.00142999
YJR105W,0.00142952
YPR161C,0.00142916
YIR012W,0.00142910
YPR160W,0.00142892
YDR406W,0.00142859
YBR077C,0.00142766
YIL038C,0.00142754
YOR022C,0.00142714
YBR026C,0.00142707
YBR044C,0.00142680
YGL141W,0.00142658
YJL173C,0.00142649
YBR286W,0.00142624
YOR018W,0.00142546
YGL020C,0.00142496
YLR182W,0.00142486
YPL002C,0.00142437
YFR008W,0.00142398
YIL083C,0.00142317
YPL138C,0.00142247
YOR276W,0.00142218
YMR239C,0.00142164
YIL077C,0.00142123
YNL027W,0.00142099
YGL228W,0.00142096
YGR282C,0.00142070
YDR287W,0.00142058
YJL029C,0.00142052
YNL315C,0.00142043
YKL191W,0.00141988
YDL148C,0.00141986
YPL051W,0.00141985
YAL031C,0.00141893
YJR003C,0.00141886
YDL234C,0.00141881
YBR192W,0.00141849
YDR060W,0.00141749
YDR109C,0.00141747
YBR111C,0.00141740
YDR311W,0.00141717
YKL028W,0.00141704
YMR075W,0.00141695
YMR294W,0.00141647
YBR193C,0.00141622
YIR024C,0.00141585
YGR093W,0.00141548
YBR139W,0.00141543
YIL156W,0.00141503
YDR251W,0.00141484
YJL054W,0.00141459
YMR211W,0.00141418
YOR153W,0.00141337
YJR141W,0.00141267
YJL050W,0.00141180
YNL278W,0.00141176
YER086W,0.00141168
YGR268C,0.00141126
YLR262C-A,0.00141041
YKL065C,0.00141022
YPL195W,0.00141016
YFL034W,0.00141007
YOL147C,0.00140950
YDR424C,0.00140809
YKL204W,0.00140809
YCR072C,0.00140800
YHR034C,0.00140743
YLR017W,0.00140697
YHR158C,0.00140639
YDR011W;YNR070W,0.00140592
YKL144C,0.00140561
YDR425W,0.00140556
YDL160C,0.00140545
YNL282W,0.00140531
YML048W,0.00140420
YFL013C,0.00140409
YOR357C,0.00140398
YDR138W,0.00140358
YAR015W,0.00140319
YPR113W,0.00140294
YGL227W,0.00140273
YNR032C-A,0.00140249
YDR458C,0.00140221
YDL207W,0.00140205
YMR241W,0.00140191
YLR419W,0.00140184
YPR180W,0.00140181
YGR103W,0.00140157
YOL143C,0.00140143
YGR209C,0.00140067
YMR302C,0.00140037
YKL195W,0.00139925
YPL074W,0.00139909
YPL108W,0.00139897
YPL266W,0.00139851
YJR041C,0.00139848
YDR116C,0.00139825
YLR099C,0.00139820
YGL236C,0.00139803
YGL056C,0.00139796
YGR181W,0.00139765
YOR038C,0.00139743
YDL052C,0.00139652
YOR229W,0.00139592
YOR194C,0.00139560
YMR275C,0.00139519
YFL001W,0.00139517
YER089C,0.00139418
YML103C,0.00139344
YJR052W,0.00139314
YMR185W,0.00139309
YLR011W,0.00139277
YJR031C,0.00139266
YMR220W,0.00139253
YGR040W,0.00139230
YJL101C,0.00139214
YLR284C,0.00139204
YBR246W,0.00139190
YGR117C,0.00139183
YLR096W,0.00139129
YGR159C,0.00139102
YNL216W,0.00139032
YPL083C,0.00139004
YLR361C,0.00138957
YLR114C,0.00138872
YJR093C,0.00138850
YGR029W,0.00138848
YDR087C,0.00138781
YOR243C,0.00138746
YER014W,0.00138745
YJR055W,0.00138732
YFL049W,0.00138693
YHR197W,0.00138687
YGL041W-A,0.00138677
YAL030W,0.00138673
YKL173W,0.00138645
YBR123C,0.00138617
YKL126W,0.00138451
YNL098C,0.00138349
YPL128C,0.00138327
YGL083W,0.00138311
YLR002C,0.00138310
YML120C,0.00138304
YGL022W,0.00138278
YGR166W,0.00138257
YCR073C;YNR031C,0.00138242
YER171W,0.00138199
YNL284C,0.00138148
YHR099W,0.00138147
YMR029C,0.00138108
YDR299W,0.00138085
YMR165C,0.00138024
YKR095W-A,0.00137949
YMR153W,0.00137935
YLR305C,0.00137904
YLR219W,0.00137846
YDR204W,0.00137806
YOR142W,0.00137772
YKR063C,0.00137748
YAL023C,0.00137708
YPL098C,0.00137704
YNL182C,0.00137700
YDR088C,0.00137643
YDR392W,0.00137587
YOL124C,0.00137490
YNR017W,0.00137479
YOL144W,0.00137451
YDL060W,0.00137419
YIL046W,0.00137419
YKR082W,0.00137405
YJR100C,0.00137385
YBL068W-A;YBL069W,0.00137384
YJL178C,0.00137372
YGR030C,0.00137358
YLR356W,0.00137326
YKL074C,0.00137315
YDR289C,0.00137306
YOR211C,0.00137279
YMR167W,0.00137278
YNL123W,0.00137254
YMR005W,0.00137247
YGL078C,0.00137238
YLL007C,0.00137236
YMR024W,0.00137191
YML022W,0.00137188
YBR009C;YNL030W,0.00137165
YLR312W-A,0.00137110
YDR348C,0.00137104
YEL020W-A,0.00137027
YOL056W,0.00136983
YOR037W,0.00136957
YLR197W,0.00136929
YCR073W-A,0.00136905
YNL041C,0.00136888
YKL172W,0.00136882
YNL231C,0.00136851
YEL037C,0.00136839
YBL037W,0.00136813
YJL123C,0.00136774
YDL188C,0.00136714
YJR059W,0.00136673
YPL091W,0.00136648
YJL049W,0.00136567
YMR108W,0.00136565
YOL010W,0.00136494
YER137C,0.00136421
YML127W,0.00136418
YHL039W,0.00136344
YJR053W,0.00136326
YIR026C,0.00136320
YJL001W,0.00136284
YBR264C,0.00136239
YIR004W,0.00136226
YDR329C,0.00136223
YIL128W,0.00136184
YHR038W,0.00136176
YOR308C,0.00136019
YPR143W,0.00135994
YKR092C,0.00135877
YDR347W,0.00135869
YJR121W,0.00135847
YLR058C,0.00135843
YLR089C,0.00135762
YMR013C,0.00135762
YLL004W,0.00135737
YIL016W,0.00135725
YGR128C,0.00135721
YLR180W,0.00135719
YMR161W,0.00135671
YIL159W,0.00135623
YMR264W,0.00135615
YDR294C,0.00135577
YMR303C,0.00135564
YOL023W,0.00135563
YDR145W,0.00135513
YNL097C,0.00135491
YDR096W,0.00135477
YHR040W,0.00135367
YDL171C,0.00135355
YDR089W,0.00135307
YLR326W,0.00135294
YMR093W,0.00135227
YKR081C,0.00135177
YDL173W,0.00135142
YDR449C,0.00135062
YBR279W,0.00135059
YNL087W,0.00135005
YBR181C;YPL090C,0.00134955
YCL031C,0.00134852
YOR304W,0.00134838
YMR229C,0.00134834
YIL103W,0.00134731
YCL054W,0.00134722
YLR319C,0.00134673
YBR247C,0.00134655
YOL109W,0.00134567
YKR028W,0.00134564
YFL008W,0.00134560
YPL105C,0.00134473
YML020W,0.00134469
YDR408C,0.00134452
YNL011C,0.00134396
YIL125W,0.00134383
YNL197C,0.00134355
YFR047C,0.00134285
YDR062W,0.00134281
YML074C,0.00134197
YOR286W,0.00134159
YCR084C,0.00134128
YKL025C,0.00134074
YBL008W,0.00134068
YGL201C,0.00134055
YJL109C,0.00134009
YBL099W,0.00134007
YER178W,0.00133926
YGR097W,0.00133902
YHR009C,0.00133873
YPL015C,0.00133843
YHL014C,0.00133778
YJR060W,0.00133715
YLR078C,0.00133690
YHR106W,0.00133603
YPR133C,0.00133594
YPR168W,0.00133558
YPL101W,0.00133550
YJR131W,0.00133529
YNL135C,0.00133412
YER083C,0.00133363
YGR163W,0.00133359
YER068W,0.00133312
YDR192C,0.00133286
YJR049C,0.00133276
YPL246C,0.00133264
YDR232W,0.00133130
YPL217C,0.00133094
YDR398W,0.00133054
YGR123C,0.00133036
YBR030W,0.00133035
YDL027C,0.00132934
YBR095C,0.00132929
YNL040W,0.00132916
YJL200C,0.00132892
YHR062C,0.00132881
YJL061W,0.00132868
YBR236C,0.00132811
YLL034C,0.00132809
YGL112C,0.00132757
YFR040W,0.00132716
YJL010C,0.00132686
YDR323C,0.00132623
YMR076C,0.00132591
YPL178W,0.00132546
YOR340C,0.00132510
YGR134W,0.00132499
YBL022C,0.00132434
YLR153C,0.00132308
YGL068W,0.00132257
YLR106C,0.00132242
YLR372W,0.00132226
YFR028C,0.00132209
YFR014C,0.00132094
YHR155W,0.00132065
YNL111C,0.00132027
YGR072W,0.00132023
YLR196W,0.00132021
YGR099W,0.00131926
YER094C,0.00131869
YPR179C,0.00131856
YPL206C,0.00131823
YMR077C,0.00131776
YNL048W,0.00131757
YOR160W,0.00131757
YDL185W,0.00131735
YPR052C,0.00131680
YIR009W,0.00131660
YLR222C,0.00131658
YLR077W,0.00131617
YDL078C,0.00131613
YLR226W,0.00131610
YGL111W,0.00131609
YLR075W,0.00131605
YDL161W,0.00131605
YPL009C,0.00131581
YOR070C,0.00131516
YBR058C,0.00131512
YBR055C,0.00131472
YFL017W-A,0.00131430
YER080W,0.00131419
YLR215C,0.00131343
YGR132C,0.00131338
YOR014W,0.00131326
YNR001C,0.00131303
YMR258C,0.00131278
YGL190C,0.00131270
YNL181W,0.00131254
YLR069C,0.00131223
YLR018C,0.00131216
YFR016C,0.00131175
YML014W,0.00131105
YMR226C,0.00130998
YLR388W,0.00130991
YGL231C,0.00130982
YIL039W,0.00130978
YNR043W,0.00130961
YJL183W,0.00130943
YGR068C,0.00130942
YDR020C,0.00130937
YDR081C,0.00130908
YLL021W,0.00130906
YKL113C,0.00130870
YBR084W,0.00130845
YOR095C,0.00130818
YNL207W,0.00130807
YGR021W,0.00130695
YDR148C,0.00130626
YDR481C,0.00130612
YLR413W,0.00130588
YBL017C,0.00130570
YML072C,0.00130557
YLR148W,0.00130540
YPL132W,0.00130530
YPL007C,0.00130513
YKL052C,0.00130444
YNL244C,0.00130428
YDR480W,0.00130427
YPL183C,0.00130414
YOL042W,0.00130409
YDR012W,0.00130404
YIL063C,0.00130382
YDR469W,0.00130352
YBR048W;YDR025W,0.00130340
YGL133W,0.00130298
YGR152C,0.00130262
YKL194C,0.00130254
YGR147C,0.00130236
YCL011C,0.00130198
YHR191C,0.00130165
YOL069W,0.00130134
YOR185C,0.00130133
YKL069W,0.00130102
YNL253W,0.00130066
YLR324W,0.00130038
YDR170C,0.00130026
YLR337C,0.00130011
YOR004W,0.00130007
YER009W,0.00129948
YGR113W,0.00129942
YHR066W,0.00129868
YNL193W,0.00129865
YDR493W,0.00129858
YER049W,0.00129829
YGR286C,0.00129821
YML095C,0.00129808
YLR146C,0.00129782
YNL156C,0.00129715
YBL074C,0.00129697
YBL045C,0.00129671
YKL002W,0.00129624
YIR022W,0.00129599
YLR440C,0.00129589
YGR005C,0.00129582
YOR219C,0.00129579
YMR041C,0.00129513
YPL259C,0.00129496
YLR095C,0.00129459
YDR245W,0.00129453
YNL227C,0.00129407
YMR217W,0.00129401
YJL046W,0.00129371
YDL122W,0.00129341
YGL065C,0.00129338
YMR130W,0.00129315
YLR401C,0.00129281
YMR086W,0.00129247
YLR221C,0.00129233
YJL165C,0.00129133
YOL125W,0.00129077
YML035C,0.00129071
YDR013W,0.00129018
YPL050C,0.00129000
YDL045C,0.00128998
YJL179W,0.00128996
YAL013W,0.00128978
YNL249C,0.00128952
YKR065C,0.00128935
YOL087C,0.00128890
YMR223W,0.00128873
YNR033W,0.00128869
YNL084C,0.00128786
YKL203C,0.00128697
YPL218W,0.00128691
YOL027C,0.00128679
YNL236W,0.00128626
YDR541C,0.00128577
YKL092C,0.00128571
YDL212W,0.00128554
YHL031C,0.00128512
YDL166C,0.00128512
YDR051C,0.00128492
YOL115W,0.00128473
YGL145W,0.00128463
YKR018C,0.00128424
YLL036C,0.00128330
YLR220W,0.00128253
YBR149W,0.00128202
YDL086W,0.00128199
YHR127W,0.00128126
YGR122W,0.00128089
YGL241W,0.00128054
YER025W,0.00128049
YLR449W,0.00128048
YOR085W,0.00128011
YGR162W,0.00128003
YHR028C,0.00127997
YBR126C,0.00127978
YNL267W,0.00127968
YGR193C,0.00127960
YER020W,0.00127925
YDR394W,0.00127919
,0.00127918
YPL226W,0.00127904
YML112W,0.00127880
YLR043C,0.00127834
YBR245C,0.00127826
YDL178W,0.00127788
YGL016W,0.00127764
YMR129W,0.00127759
YDR246W,0.00127719
YGL092W,0.00127718
YKR072C,0.00127710
YLR249W;YNL014W,0.00127674
YKL018C-A,0.00127644
YDR032C,0.00127616
YBR143C,0.00127583
YOR319W,0.00127574
YJL146W,0.00127554
YMR080C,0.00127525
YFL014W,0.00127487
YGR202C,0.00127437
YKL114C,0.00127419
YOL138C,0.00127374
YDR257C,0.00127341
YCL057W,0.00127327
YCR028C-A,0.00127317
YJL041W,0.00127308
YKL165C,0.00127298
YHR024C,0.00127272
YDR068W,0.00127265
YLR207W,0.00127242
YAR007C,0.00127217
YLR055C,0.00127217
YHR199C,0.00127200
YHR089C,0.00127171
YDR280W,0.00127134
YLR258W,0.00127119
YDR310C,0.00126979
YNR023W,0.00126969
YLR325C,0.00126957
YEL034W,0.00126954
YBR170C,0.00126942
YOR311C,0.00126925
YIL065C,0.00126921
YAL026C,0.00126853
YEL056W,0.00126821
YDR101C,0.00126807
YPL152W,0.00126800
YOL149W,0.00126795
YMR004W,0.00126789
YJL069C,0.00126692
YPR152C,0.00126676
YDR390C,0.00126665
YOR204W,0.00126647
YLR438C-A,0.00126645
YER113C,0.00126612
YJL117W,0.00126571
YGR200C,0.00126556
YKR079C,0.00126510
YBR263W,0.00126504
YMR243C,0.00126499
YCR076C,0.00126467
YPR004C,0.00126348
YNR013C,0.00126343
YKL181W,0.00126294
YKL210W,0.00126232
YGR263C,0.00126172
YJL164C,0.00126120
YOR140W,0.00126110
YJR067C,0.00126094
YDR376W,0.00126089
YDR190C,0.00126057
YDR156W,0.00126028
YGL050W,0.00126020
YHR188C,0.00126004
YAL029C,0.00126001
YDR362C,0.00125992
YGR233C,0.00125917
YOL022C,0.00125911
YJR070C,0.00125893
YOR123C,0.00125888
YOR021C,0.00125882
YER022W,0.00125876
YLR250W,0.00125864
YOR253W,0.00125827
YDR477W,0.00125824
YPL245W,0.00125792
YJL074C,0.00125792
YMR183C,0.00125751
YPR111W,0.00125733
YDR303C,0.00125727
YDR471W;YHR010W,0.00125727
YBR130C,0.00125725
YOR232W,0.00125724
YPL120W,0.00125721
YBR052C,0.00125715
YNL313C,0.00125704
YER057C,0.00125696
YNL206C,0.00125678
YNL258C,0.00125651
YLL023C,0.00125649
YGL122C,0.00125602
YDL066W,0.00125586
YNL118C,0.00125518
YDR031W,0.00125515
YMR203W,0.00125503
YDR322W,0.00125488
YNL222W,0.00125480
YBL034C,0.00125381
YGL086W,0.00125343
YOL123W,0.00125329
YPL212C,0.00125302
YER122C,0.00125269
YOR063W,0.00125266
YPR125W,0.00125148
YHR121W,0.00125136
YGL120C,0.00125128
YFR010W,0.00125125
YMR168C,0.00125094
YML125C,0.00125083
YER048C,0.00125071
YOL001W,0.00125011
YGR061C,0.00125010
YGR284C,0.00124990
YLR427W,0.00124966
YHL007C,0.00124940
YIL022W,0.00124899
YHR052W,0.00124850
YOR165W,0.00124824
YGR019W,0.00124805
YCR088W,0.00124794
YBL056W,0.00124665
YMR269W,0.00124658
YDR231C,0.00124631
YKL027W,0.00124595
YLR330W,0.00124576
YHR170W,0.00124569
YNL020C,0.00124535
YCR020W-B,0.00124475
YHR085W,0.00124457
YPR137W,0.00124449
YLR150W,0.00124420
YHL033C,0.00124419
YOR187W,0.00124378
YAL043C,0.00124339
YCR077C,0.00124280
YNL045W,0.00124273
YJL125C,0.00124240
YHR169W,0.00124175
YJL087C,0.00124122
YNR026C,0.00124109
YKR055W,0.00124105
YOR126C,0.00124100
YDR358W,0.00124097
YML012W,0.00124092
YGR082W,0.00124078
YOR227W,0.00124074
YHR076W,0.00124040
YER134C,0.00124022
YJR072C,0.00123962
YLR384C,0.00123952
YER110C,0.00123913
YDR117C,0.00123853
YNL308C,0.00123852
YBL058W,0.00123847
YML114C,0.00123836
YMR106C,0.00123787
YJL042W,0.00123691
YLR128W,0.00123652
YLR192C,0.00123638
YLR201C,0.00123618
YDR129C,0.00123605
YML086C,0.00123587
YMR301C,0.00123557
YDR305C,0.00123519
YPL262W,0.00123477
YKL023W,0.00123431
YLR248W,0.00123427
YJR096W,0.00123385
YML097C,0.00123384
YLR262C,0.00123370
YER168C,0.00123353
YER166W,0.00123319
YMR240C,0.00123226
YBR201W,0.00123147
YIL173W;YJL222W;YNR065C,0.00123146
YDR295C,0.00123131
YBR155W,0.00123124
YJR076C,0.00123107
YPL040C,0.00123093
YPR033C,0.00123078
YMR124W,0.00123053
YPR058W,0.00123020
YGR271W,0.00123016
YDL132W,0.00123001
YPL210C,0.00122990
YDL007W,0.00122985
YCR043C,0.00122977
YDR021W,0.00122968
YDL126C,0.00122954
YLR088W,0.00122942
YDL236W,0.00122919
YDR500C,0.00122886
YDR365C,0.00122855
YLR129W,0.00122811
YJR014W,0.00122808
YMR131C,0.00122803
YIL027C,0.00122780
YBR221C,0.00122779
YDR527W,0.00122733
YIL043C,0.00122719
YJR098C,0.00122717
YGR148C,0.00122689
YBL026W,0.00122672
YOL148C,0.00122573
YLR398C,0.00122543
YNL061W,0.00122529
YPR133W-A,0.00122508
YOR332W,0.00122477
YAL055W,0.00122454
YPL146C,0.00122452
YPL169C,0.00122450
YJL204C,0.00122426
YDR001C,0.00122412
YDR489W,0.00122407
YPL188W,0.00122390
YER146W,0.00122389
YCR052W,0.00122381
YDR165W,0.00122288
YFR001W,0.00122275
YDR049W,0.00122207
YMR247C,0.00122185
YLR185W,0.00122161
YMR265C,0.00122160
YPL134C,0.00122158
YFR025C,0.00122137
YER132C,0.00122134
YHR054C;YHR056C,0.00122127
YHR013C,0.00122100
YJL134W,0.00122099
YOR335C,0.00122083
YJR019C,0.00122070
YNL130C,0.00122057
YEL026W,0.00122049
YJL005W,0.00122007
YOR036W,0.00121918
YGL106W,0.00121906
YGL043W,0.00121877
YMR152W,0.00121871
YGL125W,0.00121839
YBL015W,0.00121837
YCL035C,0.00121795
YGL233W,0.00121733
YOR173W,0.00121720
YGR198W,0.00121711
YGL023C,0.00121705
YPL032C,0.00121697
YIL145C,0.00121695
YER149C,0.00121680
YPR189W,0.00121589
YGL220W,0.00121581
YCR024C,0.00121563
YAL035W,0.00121563
YPR089W,0.00121562
YIL106W,0.00121470
YGR261C,0.00121465
YMR250W,0.00121462
YDR091C,0.00121427
